Term,RGB
cmp [ebp+arg_0],"rgb(177, 78, 73)"
test byte,"rgb(177, 77, 74)"
mul esi,"rgb(177, 76, 75)"
imul edx,"rgb(177, 75, 76)"
edx 1Fh,"rgb(177, 74, 77)"
movzx edx,"rgb(177, 73, 78)"
ecx 4,"rgb(177, 72, 79)"
cmp byte,"rgb(176, 79, 73)"
esi [ecx],"rgb(176, 78, 74)"
eax ebp,"rgb(176, 77, 75)"
[ebp+arg_0] 0,"rgb(176, 76, 76)"
fld dword,"rgb(176, 75, 77)"
edx edi,"rgb(176, 74, 78)"
ptr [esi+18h],"rgb(176, 73, 79)"
esp 14h,"rgb(175, 79, 74)"
ebx edi,"rgb(175, 78, 75)"
[ebp+var_4] 0,"rgb(175, 77, 76)"
call eax,"rgb(175, 76, 77)"
shr edx,"rgb(175, 75, 78)"
eax 4,"rgb(175, 74, 79)"
eax [esi+4],"rgb(174, 79, 75)"
push 0FFFFFFFFh,"rgb(174, 78, 76)"
esi,"rgb(174, 77, 77)"
test cl,"rgb(174, 76, 78)"
inc ecx,"rgb(174, 75, 79)"
inc edi,"rgb(173, 79, 76)"
mov [ecx+4],"rgb(173, 78, 77)"
retn 0Ch,"rgb(173, 77, 78)"
esp 1Ch,"rgb(173, 76, 79)"
edi cl,"rgb(172, 79, 77)"
or ecx,"rgb(172, 78, 78)"
mov [esi+14h],"rgb(172, 77, 79)"
edx 0FFFFFFE0h,"rgb(171, 79, 78)"
edx 8000001Fh,"rgb(171, 78, 79)"
eax [esi],"rgb(170, 79, 79)"
eax cl,"rgb(179, 79, 69)"
shr ecx,"rgb(179, 78, 70)"
mov esp,"rgb(179, 77, 71)"
ptr [esp+0],"rgb(179, 76, 72)"
fstp [esp+arg_8],"rgb(179, 75, 73)"
mov bl,"rgb(179, 74, 74)"
test al,"rgb(179, 73, 75)"
call edi,"rgb(179, 72, 76)"
inc dword,"rgb(179, 71, 77)"
imul edi,"rgb(179, 70, 78)"
ebx esi,"rgb(179, 69, 79)"
imul esi,"rgb(178, 79, 70)"
imul ebx,"rgb(178, 78, 71)"
[ebp+var_4] eax,"rgb(178, 77, 72)"
cmp al,"rgb(178, 76, 73)"
eax 8,"rgb(178, 75, 74)"
test ebx,"rgb(178, 74, 75)"
mov [esi],"rgb(178, 73, 76)"
esi 2,"rgb(178, 72, 77)"
xchg edi,"rgb(178, 71, 78)"
push 4,"rgb(178, 70, 79)"
mov [ebp+arg_0],"rgb(177, 79, 71)"
shl edi,"rgb(177, 78, 72)"
push 1Fh,"rgb(177, 77, 73)"
fstp dword,"rgb(177, 76, 74)"
and [ebp+arg_0],"rgb(177, 75, 75)"
or edi,"rgb(177, 74, 76)"
0Bh 0,"rgb(177, 73, 77)"
fs:0 ecx,"rgb(177, 72, 78)"
push [ebp+arg_0],"rgb(177, 71, 79)"
al al,"rgb(176, 79, 72)"
ecx ebp,"rgb(176, 78, 73)"
jg short,"rgb(176, 77, 74)"
inc ebx,"rgb(176, 76, 75)"
pop edx,"rgb(176, 75, 76)"
eax [ebp+var_C],"rgb(176, 74, 77)"
ecx esp,"rgb(176, 73, 78)"
retn 10h,"rgb(176, 72, 79)"
push 3,"rgb(175, 79, 73)"
[ebp+var_10] ecx,"rgb(175, 78, 74)"
mov [ecx+14h],"rgb(175, 77, 75)"
fstp st,"rgb(175, 76, 76)"
mov [ebx],"rgb(175, 75, 77)"
ecx [ebp+arg_4],"rgb(175, 74, 78)"
xchg ebx,"rgb(175, 73, 79)"
ecx 1,"rgb(174, 79, 74)"
esp ebp,"rgb(174, 78, 75)"
ecx 2,"rgb(174, 77, 76)"
eax 10h,"rgb(174, 76, 77)"
and [ebp+var_4],"rgb(174, 75, 78)"
xchg esi,"rgb(174, 74, 79)"
sub edi,"rgb(173, 79, 75)"
mov [ebp+var_8],"rgb(173, 78, 76)"
ptr [ebp+0Ch],"rgb(173, 77, 77)"
and esi,"rgb(173, 76, 78)"
edx [esp+8],"rgb(173, 75, 79)"
shr eax,"rgb(172, 79, 76)"
[eax] 0,"rgb(172, 78, 77)"
fnstsw ax,"rgb(172, 77, 78)"
eax [ebp+var_10],"rgb(172, 76, 79)"
mov [ebp+var_14],"rgb(171, 79, 77)"
mul edi,"rgb(171, 78, 78)"
fld st,"rgb(171, 77, 79)"
eax [eax],"rgb(170, 79, 78)"
eax [esp+8],"rgb(170, 78, 79)"
eax word,"rgb(169, 79, 79)"
ecx,"rgb(179, 79, 68)"
ecx [ebp+var_18],"rgb(179, 78, 69)"
xchg ecx,"rgb(179, 77, 70)"
eax large,"rgb(179, 76, 71)"
mov ax,"rgb(179, 75, 72)"
eax [ebp+var_1C],"rgb(179, 74, 73)"
push [ebp+arg_4],"rgb(179, 73, 74)"
[ebp+var_C] 0,"rgb(179, 72, 75)"
edx 1,"rgb(179, 71, 76)"
mov [edi],"rgb(179, 70, 77)"
[ebp+var_4] edx,"rgb(179, 69, 78)"
cld,"rgb(179, 68, 79)"
ptr [esi+4],"rgb(178, 79, 69)"
ebx [ebp+arg_0],"rgb(178, 78, 70)"
cmp ebp,"rgb(178, 77, 71)"
eax [ebp+var_4],"rgb(178, 76, 72)"
mul ebx,"rgb(178, 75, 73)"
std,"rgb(178, 74, 74)"
test ah,"rgb(178, 73, 75)"
div ecx,"rgb(178, 72, 76)"
shr esi,"rgb(178, 71, 77)"
mul eax,"rgb(178, 70, 78)"
push [ebp+arg_8],"rgb(178, 69, 79)"
mov [ebp+var_1C],"rgb(177, 79, 70)"
ptr [ecx+18h],"rgb(177, 78, 71)"
eax [esp+arg_0],"rgb(177, 77, 72)"
[ebp+arg_0] 1,"rgb(177, 76, 73)"
sub al,"rgb(177, 75, 74)"
ebp ebp,"rgb(177, 74, 75)"
eax [esi+14h],"rgb(177, 73, 76)"
mul edx,"rgb(177, 72, 77)"
not edx,"rgb(177, 71, 78)"
inc [ebp+arg_0],"rgb(177, 70, 79)"
and [ebp+var_C],"rgb(176, 79, 71)"
call _atexit,"rgb(176, 78, 72)"
esi 1,"rgb(176, 77, 73)"
edi [ebp+var_20],"rgb(176, 76, 74)"
edx byte,"rgb(176, 75, 75)"
fs:0 eax,"rgb(176, 74, 76)"
esi offset,"rgb(176, 73, 77)"
rep stosd,"rgb(176, 72, 78)"
eax [ebp+arg_4],"rgb(176, 71, 79)"
edx [ecx],"rgb(175, 79, 72)"
ecx [ebp-10h],"rgb(175, 78, 73)"
ecx [ebp+var_8],"rgb(175, 77, 74)"
sub [ebp+var_4],"rgb(175, 76, 75)"
[ebp+var_4] 20h,"rgb(175, 75, 76)"
[ebp+arg_0] 3,"rgb(175, 74, 77)"
[ebp+edx*4+var_20] esi,"rgb(175, 73, 78)"
mov [ebp+edx*4+var_20],"rgb(175, 72, 79)"
[ebp+edx*4+var_20] 0,"rgb(174, 79, 73)"
ecx [ebp+eax*4+var_20],"rgb(174, 78, 74)"
and [ebp+edx*4+var_20],"rgb(174, 77, 75)"
or ebx,"rgb(174, 76, 76)"
neg eax,"rgb(174, 75, 77)"
esp 18h,"rgb(174, 74, 78)"
call __getptd,"rgb(174, 73, 79)"
[eax] ecx,"rgb(173, 79, 74)"
mov cx,"rgb(173, 78, 75)"
lea ebp,"rgb(173, 77, 76)"
ptr [esp],"rgb(173, 76, 77)"
ebp eax,"rgb(173, 75, 78)"
fstp qword,"rgb(173, 74, 79)"
ptr [ebx],"rgb(172, 79, 75)"
eax [ecx],"rgb(172, 78, 76)"
eax [ebp+8],"rgb(172, 77, 77)"
esi al,"rgb(172, 76, 78)"
edi 0FFFFFFFFh,"rgb(172, 75, 79)"
ecx 8,"rgb(171, 79, 76)"
mov [eax+4],"rgb(171, 78, 77)"
esi [ebp+arg_0],"rgb(171, 77, 78)"
sub ebx,"rgb(171, 76, 79)"
[ecx] eax,"rgb(170, 79, 77)"
[esi+14h] edi,"rgb(170, 78, 78)"
ptr [eax+70h],"rgb(170, 77, 79)"
st(1) st,"rgb(169, 79, 78)"
sbb eax,"rgb(169, 78, 79)"
not edi,"rgb(168, 79, 79)"
eax [edi],"rgb(179, 79, 67)"
fld qword,"rgb(179, 78, 68)"
mov [esi+4],"rgb(179, 77, 69)"
eax esp,"rgb(179, 76, 70)"
ecx byte,"rgb(179, 75, 71)"
[ebx] esi,"rgb(179, 74, 72)"
esi [ebx],"rgb(179, 73, 73)"
ecx [esp+arg_0],"rgb(179, 72, 74)"
ptr [edi],"rgb(179, 71, 75)"
ptr [ecx+8],"rgb(179, 70, 76)"
call @__security_check_cookie@4,"rgb(179, 69, 77)"
mov [ebp+var_20],"rgb(179, 68, 78)"
esi 4,"rgb(179, 67, 79)"
mov [esi+8],"rgb(178, 79, 68)"
eax ___security_cookie,"rgb(178, 78, 69)"
[eax+70h] 0FFFFFFFDh,"rgb(178, 77, 70)"
ecx word,"rgb(178, 76, 71)"
and al,"rgb(178, 75, 72)"
ptr [eax+4],"rgb(178, 74, 73)"
edx [ebp+arg_0],"rgb(178, 73, 74)"
[ecx] offset,"rgb(178, 72, 75)"
cl cl,"rgb(178, 71, 76)"
[ebp+arg_0] esi,"rgb(178, 70, 77)"
esi [ebp+var_C],"rgb(178, 69, 78)"
edi,"rgb(178, 68, 79)"
esp 28h,"rgb(177, 79, 69)"
cmp [ebp+var_18],"rgb(177, 78, 70)"
ptr [ecx+4],"rgb(177, 77, 71)"
ptr [edx],"rgb(177, 76, 72)"
rep movsd,"rgb(177, 75, 73)"
eax [edx+0Ch],"rgb(177, 74, 74)"
test [ebp+arg_0],"rgb(177, 73, 75)"
xchg edx,"rgb(177, 72, 76)"
esi [ebp+var_10],"rgb(177, 71, 77)"
[edi] eax,"rgb(177, 70, 78)"
[ebp+var_C] esi,"rgb(177, 69, 79)"
mov [ebp+var_18],"rgb(176, 79, 70)"
[ecx] edx,"rgb(176, 78, 71)"
[ebp+var_C] eax,"rgb(176, 77, 72)"
push 10h,"rgb(176, 76, 73)"
ecx 3,"rgb(176, 75, 74)"
fxch st(2),"rgb(176, 74, 75)"
call ebx,"rgb(176, 73, 76)"
ecx [esi+1],"rgb(176, 72, 77)"
mov dx,"rgb(176, 71, 78)"
mov [ecx+18h],"rgb(176, 70, 79)"
ptr [ebp+var_14],"rgb(175, 79, 71)"
or al,"rgb(175, 78, 72)"
edx [eax],"rgb(175, 77, 73)"
edx 0FFFFFFFFh,"rgb(175, 76, 74)"
[ebp+var_18] bl,"rgb(175, 75, 75)"
ebx cl,"rgb(175, 74, 76)"
ecx [ebp+8],"rgb(175, 73, 77)"
cmp [ebp+eax*4+var_20],"rgb(175, 72, 78)"
edi [ebp+eax*4+var_20],"rgb(175, 71, 79)"
ebx [ebp+ebx*4+var_20],"rgb(174, 79, 72)"
test dl,"rgb(174, 78, 73)"
fmul dword,"rgb(174, 77, 74)"
eax [edi+4],"rgb(174, 76, 75)"
call ??2@YAPAXI@Z,"rgb(174, 75, 76)"
push 8,"rgb(174, 74, 77)"
cl byte,"rgb(174, 73, 78)"
or dword,"rgb(174, 72, 79)"
mov [eax+14h],"rgb(173, 79, 73)"
edi ebp,"rgb(173, 78, 74)"
not eax,"rgb(173, 77, 75)"
call __CxxThrowException@8,"rgb(173, 76, 76)"
[esi] eax,"rgb(173, 75, 77)"
[esi] 0,"rgb(173, 74, 78)"
ecx 10h,"rgb(173, 73, 79)"
eax [ebx],"rgb(172, 79, 74)"
eax [ebp+var_8],"rgb(172, 78, 75)"
eax [ebp+arg_8],"rgb(172, 77, 76)"
eax [esp+4],"rgb(172, 76, 77)"
ecx [ebp+var_10],"rgb(172, 75, 78)"
mov [edx],"rgb(172, 74, 79)"
eax [esp+10h],"rgb(171, 79, 75)"
and ebx,"rgb(171, 78, 76)"
ecx [ebp+var_C],"rgb(171, 77, 77)"
mov [eax+8],"rgb(171, 76, 78)"
[esi+18h] 10h,"rgb(171, 75, 79)"
ecx [ebp+var_14],"rgb(170, 79, 76)"
ptr [esp+8],"rgb(170, 78, 77)"
edi 4,"rgb(170, 77, 78)"
eax [esi+8],"rgb(170, 76, 79)"
push 0Ch,"rgb(169, 79, 77)"
test ebp,"rgb(169, 78, 78)"
ptr [eax+8],"rgb(169, 77, 79)"
mov [ebp-10h],"rgb(168, 79, 78)"
neg ecx,"rgb(168, 78, 79)"
cmp cl,"rgb(167, 79, 79)"
[eax] esi,"rgb(179, 79, 66)"
ecx [esi+18h],"rgb(179, 78, 67)"
ptr [esi+8],"rgb(179, 77, 68)"
sbb edx,"rgb(179, 76, 69)"
fxch st(3),"rgb(179, 75, 70)"
edx word,"rgb(179, 74, 71)"
movsx eax,"rgb(179, 73, 72)"
fxch st(4),"rgb(179, 72, 73)"
fxch st(5),"rgb(179, 71, 74)"
esi 0FFFFFFE0h,"rgb(179, 70, 75)"
fxch st(6),"rgb(179, 69, 76)"
mov [esp+10h+arg_0],"rgb(179, 68, 77)"
ptr [esp+14h],"rgb(179, 67, 78)"
ptr [ebp+var_4],"rgb(179, 66, 79)"
ecx [esi],"rgb(178, 79, 67)"
cmp [eax],"rgb(178, 78, 68)"
shl ecx,"rgb(178, 77, 69)"
al byte,"rgb(178, 76, 70)"
[ebp-4] 0,"rgb(178, 75, 71)"
eax 6,"rgb(178, 74, 72)"
eax [ebp+var_28],"rgb(178, 73, 73)"
[ebp+var_18] eax,"rgb(178, 72, 74)"
ptr [esi+14h],"rgb(178, 71, 75)"
shl ebx,"rgb(178, 70, 76)"
push [ebp+var_4],"rgb(178, 69, 77)"
edx 4,"rgb(178, 68, 78)"
shr edi,"rgb(178, 67, 79)"
fld [esp+arg_8],"rgb(177, 79, 68)"
fld [esp+arg_1C],"rgb(177, 78, 69)"
fstp [esp+arg_1C],"rgb(177, 77, 70)"
esi [edx+1],"rgb(177, 76, 71)"
sar edx,"rgb(177, 75, 72)"
shr ebx,"rgb(177, 74, 73)"
dl dl,"rgb(177, 73, 74)"
fld tbyte,"rgb(177, 72, 75)"
mov [ebp-4],"rgb(177, 71, 76)"
eax [ecx+4],"rgb(177, 70, 77)"
eax [esi+18h],"rgb(177, 69, 78)"
esi 8000001Fh,"rgb(177, 68, 79)"
ebx 1,"rgb(176, 79, 69)"
call __errno,"rgb(176, 78, 70)"
cl [eax],"rgb(176, 77, 71)"
[ebx] eax,"rgb(176, 76, 72)"
al [esi],"rgb(176, 75, 73)"
or cl,"rgb(176, 74, 74)"
sub dl,"rgb(176, 73, 75)"
[ecx+14h] ebx,"rgb(176, 72, 76)"
ptr [ebp-90h],"rgb(176, 71, 77)"
eax 0Ch,"rgb(176, 70, 78)"
ecx [esi+0Ch],"rgb(176, 69, 79)"
mul dword,"rgb(175, 79, 70)"
eax 9,"rgb(175, 78, 71)"
eax 0Ah,"rgb(175, 77, 72)"
ecx [eax+4],"rgb(175, 76, 73)"
eax 7,"rgb(175, 75, 74)"
not ecx,"rgb(175, 74, 75)"
edi offset,"rgb(175, 73, 76)"
mov [ebp+ms_exc.registration.TryLevel],"rgb(175, 72, 77)"
sub cl,"rgb(175, 71, 78)"
[ecx+18h] 0Fh,"rgb(175, 70, 79)"
cmp word,"rgb(174, 79, 71)"
eax 0Bh,"rgb(174, 78, 72)"
edx 10h,"rgb(174, 77, 73)"
eax [esp+0Ch],"rgb(174, 76, 74)"
call __SEH_epilog4,"rgb(174, 75, 75)"
mov [ecx+38h],"rgb(174, 74, 76)"
test [ebp+eax*4+var_20],"rgb(174, 73, 77)"
[ebp+eax*4+var_20] 0,"rgb(174, 72, 78)"
[ebp+eax*4+var_20] edx,"rgb(174, 71, 79)"
eax 0FFFFFFFEh,"rgb(173, 79, 72)"
ptr [esi+1Ch],"rgb(173, 78, 73)"
eax [ebp-10h],"rgb(173, 77, 74)"
edx [esp+arg_4],"rgb(173, 76, 75)"
push es,"rgb(173, 75, 76)"
esp 20h,"rgb(173, 74, 77)"
[esi+18h] 0Fh,"rgb(173, 73, 78)"
esi 0FFFFFFFFh,"rgb(173, 72, 79)"
[eax] edx,"rgb(172, 79, 73)"
ecx [esi+4],"rgb(172, 78, 74)"
and edi,"rgb(172, 77, 75)"
[ebp+var_10] esp,"rgb(172, 76, 76)"
or dl,"rgb(172, 75, 77)"
not esi,"rgb(172, 74, 78)"
sub ebp,"rgb(172, 73, 79)"
edx ebp,"rgb(171, 79, 74)"
test bl,"rgb(171, 78, 75)"
edi 1,"rgb(171, 77, 76)"
[esi+14h] eax,"rgb(171, 76, 77)"
ptr [eax+14h],"rgb(171, 75, 78)"
mov [ebp-0Ch],"rgb(171, 74, 79)"
mov [esp],"rgb(170, 79, 75)"
cmp [ebp+arg_4],"rgb(170, 78, 76)"
edi [ebp+arg_4],"rgb(170, 77, 77)"
ecx 20h,"rgb(170, 76, 78)"
jmp dword,"rgb(170, 75, 79)"
cmp [ebp+var_4],"rgb(169, 79, 76)"
call __SEH_prolog4,"rgb(169, 78, 77)"
eax [ebp+0Ch],"rgb(169, 77, 78)"
inc ebp,"rgb(169, 76, 79)"
sar ecx,"rgb(168, 79, 77)"
[ebp+var_8] eax,"rgb(168, 78, 78)"
ecx [eax+8],"rgb(168, 77, 79)"
and dl,"rgb(167, 79, 78)"
ptr [eax+10h],"rgb(167, 78, 79)"
eax [esp+arg_4],"rgb(166, 79, 79)"
and cl,"rgb(179, 79, 65)"
edx [esp+0Ch],"rgb(179, 78, 66)"
eax 0FFh,"rgb(179, 77, 67)"
[esi+14h] 0,"rgb(179, 76, 68)"
dd offset,"rgb(179, 75, 69)"
faddp st(1),"rgb(179, 74, 70)"
edx 2,"rgb(179, 73, 71)"
[edi] al,"rgb(179, 72, 72)"
ebp ecx,"rgb(179, 71, 73)"
neg edx,"rgb(179, 70, 74)"
push hHeap,"rgb(179, 69, 75)"
sbb ecx,"rgb(179, 68, 76)"
esi [esp+4+arg_0],"rgb(179, 67, 77)"
st st,"rgb(179, 66, 78)"
[eax] cx,"rgb(179, 65, 79)"
[ebp+var_8] ecx,"rgb(178, 79, 66)"
mov [esp+24h+lpProcName],"rgb(178, 78, 67)"
[esp+24h+lpProcName] offset,"rgb(178, 77, 68)"
mov [ebp-1Ch],"rgb(178, 76, 69)"
edx 3,"rgb(178, 75, 70)"
[ebp+var_14] eax,"rgb(178, 74, 71)"
eax [ebp+var_24],"rgb(178, 73, 72)"
[ebp+var_4] 1,"rgb(178, 72, 73)"
[ecx] esi,"rgb(178, 71, 74)"
eax 0Fh,"rgb(178, 70, 75)"
ecx [esp+10h+var_C],"rgb(178, 69, 76)"
edx [esi],"rgb(178, 68, 77)"
[eax+4] ecx,"rgb(178, 67, 78)"
call _free,"rgb(178, 66, 79)"
ptr [esi+10h],"rgb(177, 79, 67)"
ptr [ebp-9Eh],"rgb(177, 78, 68)"
dd 0,"rgb(177, 77, 69)"
edi [ebp+arg_0],"rgb(177, 76, 70)"
cl 1,"rgb(177, 75, 71)"
ecx [esi+8],"rgb(177, 74, 72)"
dl byte,"rgb(177, 73, 73)"
fldz,"rgb(177, 72, 74)"
esi [ebp+arg_4],"rgb(177, 71, 75)"
call __EH_prolog3,"rgb(177, 70, 76)"
ebx,"rgb(177, 69, 77)"
esi 8,"rgb(177, 68, 78)"
ptr [esi+0Ch],"rgb(177, 67, 79)"
dl al,"rgb(176, 79, 68)"
ecx 8000h,"rgb(176, 78, 69)"
ptr [edi+18h],"rgb(176, 77, 70)"
eax [esi+0Ch],"rgb(176, 76, 71)"
eax 1Fh,"rgb(176, 75, 72)"
cl al,"rgb(176, 74, 73)"
call ??0exception@std@@QAE@ABQBD@Z,"rgb(176, 73, 74)"
eax [edx],"rgb(176, 72, 75)"
ptr [eax+18h],"rgb(176, 71, 76)"
[ecx] ebx,"rgb(176, 70, 77)"
push [ebp+arg_C],"rgb(176, 69, 78)"
eax [ebp+Dst],"rgb(176, 68, 79)"
edi 8,"rgb(175, 79, 69)"
eax [esi+10h],"rgb(175, 78, 70)"
[esi+18h] 8,"rgb(175, 77, 71)"
esi 10h,"rgb(175, 76, 72)"
st(2) st,"rgb(175, 75, 73)"
[esi+4] 0,"rgb(175, 74, 74)"
cmp ax,"rgb(175, 73, 75)"
dl [ebx],"rgb(175, 72, 76)"
ecx [ebp+arg_8],"rgb(175, 71, 77)"
push 16h,"rgb(175, 70, 78)"
