Term,RGB
lea esi,"rgb(0, 170, 249)"
sbb eax,"rgb(0, 169, 250)"
add ecx,"rgb(0, 168, 251)"
ecx word,"rgb(0, 167, 252)"
or edx,"rgb(0, 166, 253)"
[ecx] edx,"rgb(0, 165, 254)"
pop eax,"rgb(0, 164, 255)"
sub byte,"rgb(0, 181, 237)"
shr eax,"rgb(0, 180, 238)"
eax -1,"rgb(0, 179, 239)"
imul eax,"rgb(0, 178, 240)"
mov cx,"rgb(0, 177, 241)"
test dl,"rgb(0, 176, 242)"
ecx 8,"rgb(0, 175, 243)"
inc ebp,"rgb(0, 174, 244)"
al 0,"rgb(0, 173, 245)"
esi edi,"rgb(0, 172, 246)"
ebx ecx,"rgb(0, 171, 247)"
retf,"rgb(0, 170, 248)"
eax ebp,"rgb(0, 169, 249)"
edx 2,"rgb(0, 168, 250)"
al 1,"rgb(0, 167, 251)"
xmm1 xmmword,"rgb(0, 166, 252)"
test cl,"rgb(0, 165, 253)"
jmp dword,"rgb(0, 164, 254)"
or word,"rgb(0, 163, 255)"
edx esi,"rgb(0, 181, 236)"
esi ebx,"rgb(0, 180, 237)"
add ebx,"rgb(0, 179, 238)"
mov ax,"rgb(0, 178, 239)"
fldz,"rgb(0, 177, 240)"
sub esi,"rgb(0, 176, 241)"
edi ecx,"rgb(0, 175, 242)"
edx ebx,"rgb(0, 174, 243)"
movzx ebx,"rgb(0, 173, 244)"
xmm0 xmm0,"rgb(0, 172, 245)"
and word,"rgb(0, 171, 246)"
sar ecx,"rgb(0, 170, 247)"
movsx eax,"rgb(0, 169, 248)"
eax 4,"rgb(0, 168, 249)"
edi ebx,"rgb(0, 167, 250)"
[ecx] eax,"rgb(0, 166, 251)"
sub edi,"rgb(0, 165, 252)"
esi edx,"rgb(0, 164, 253)"
push 2,"rgb(0, 163, 254)"
eax al,"rgb(0, 162, 255)"
inc esp,"rgb(0, 181, 235)"
sbb al,"rgb(0, 180, 236)"
or al,"rgb(0, 179, 237)"
and esi,"rgb(0, 178, 238)"
ebx 1,"rgb(0, 177, 239)"
call edi,"rgb(0, 176, 240)"
edx edi,"rgb(0, 175, 241)"
ecx 4,"rgb(0, 174, 242)"
lea ebx,"rgb(0, 173, 243)"
push 4,"rgb(0, 172, 244)"
das,"rgb(0, 171, 245)"
[ecx] al,"rgb(0, 170, 246)"
dl dl,"rgb(0, 169, 247)"
sub al,"rgb(0, 168, 248)"
ebx edx,"rgb(0, 167, 249)"
mov bl,"rgb(0, 166, 250)"
edi edx,"rgb(0, 165, 251)"
movdqa xmm0,"rgb(0, 164, 252)"
cmp cl,"rgb(0, 163, 253)"
ebp ebp,"rgb(0, 162, 254)"
eax 8,"rgb(0, 161, 255)"
test bl,"rgb(0, 181, 234)"
shr ecx,"rgb(0, 180, 235)"
sub ebx,"rgb(0, 179, 236)"
cmp ax,"rgb(0, 178, 237)"
ptr es:[edi],"rgb(0, 177, 238)"
xor ebp,"rgb(0, 176, 239)"
and ebx,"rgb(0, 175, 240)"
neg eax,"rgb(0, 174, 241)"
edi esi,"rgb(0, 173, 242)"
inc dword,"rgb(0, 172, 243)"
esi 1,"rgb(0, 171, 244)"
eax [eax],"rgb(0, 170, 245)"
pop edx,"rgb(0, 169, 246)"
ebx edi,"rgb(0, 168, 247)"
movzx esi,"rgb(0, 167, 248)"
eax 3,"rgb(0, 166, 249)"
aaa,"rgb(0, 165, 250)"
edx 4,"rgb(0, 164, 251)"
and edi,"rgb(0, 163, 252)"
in al,"rgb(0, 162, 253)"
call ebx,"rgb(0, 161, 254)"
daa,"rgb(0, 160, 255)"
sub dword,"rgb(0, 181, 233)"
sub word,"rgb(0, 180, 234)"
xor word,"rgb(0, 179, 235)"
ebx byte,"rgb(0, 178, 236)"
aas,"rgb(0, 177, 237)"
cl cl,"rgb(0, 176, 238)"
edx 0,"rgb(0, 175, 239)"
edi 1,"rgb(0, 174, 240)"
movdqa xmmword,"rgb(0, 173, 241)"
adc byte,"rgb(0, 172, 242)"
add esi,"rgb(0, 171, 243)"
edx 3,"rgb(0, 170, 244)"
or edi,"rgb(0, 169, 245)"
shr edx,"rgb(0, 168, 246)"
edx 8,"rgb(0, 167, 247)"
ecx [ecx],"rgb(0, 166, 248)"
call eax,"rgb(0, 165, 249)"
imul ecx,"rgb(0, 164, 250)"
or esi,"rgb(0, 163, 251)"
or ebx,"rgb(0, 162, 252)"
ebx esi,"rgb(0, 161, 253)"
push esp,"rgb(0, 160, 254)"
ecx 3,"rgb(0, 159, 255)"
[eax] ecx,"rgb(0, 181, 232)"
[eax] eax,"rgb(0, 180, 233)"
ecx ebp,"rgb(0, 179, 234)"
xmm0 qword,"rgb(0, 178, 235)"
imul edx,"rgb(0, 177, 236)"
ebp eax,"rgb(0, 176, 237)"
in eax,"rgb(0, 175, 238)"
xmm2 xmmword,"rgb(0, 174, 239)"
cmp bl,"rgb(0, 173, 240)"
eax esp,"rgb(0, 172, 241)"
out dx,"rgb(0, 171, 242)"
lock xadd,"rgb(0, 170, 243)"
cmp ebp,"rgb(0, 169, 244)"
bl bl,"rgb(0, 168, 245)"
[eax] edx,"rgb(0, 167, 246)"
pop esp,"rgb(0, 166, 247)"
[eax] 0,"rgb(0, 165, 248)"
ptr [esp],"rgb(0, 164, 249)"
pop es,"rgb(0, 163, 250)"
push 8,"rgb(0, 162, 251)"
movdqa xmm1,"rgb(0, 161, 252)"
movzx edi,"rgb(0, 160, 253)"
cl byte,"rgb(0, 159, 254)"
push 3,"rgb(0, 158, 255)"
imul ebp,"rgb(0, 181, 231)"
xorps xmm0,"rgb(0, 180, 232)"
[eax] cl,"rgb(0, 179, 233)"
esi byte,"rgb(0, 178, 234)"
movdqa xmm2,"rgb(0, 177, 235)"
cld,"rgb(0, 176, 236)"
mov dh,"rgb(0, 175, 237)"
mov bh,"rgb(0, 174, 238)"
edx 5,"rgb(0, 173, 239)"
not eax,"rgb(0, 172, 240)"
sbb byte,"rgb(0, 171, 241)"
pop ss,"rgb(0, 170, 242)"
movsx ecx,"rgb(0, 169, 243)"
test ebp,"rgb(0, 168, 244)"
ecx 7,"rgb(0, 167, 245)"
movsx edx,"rgb(0, 166, 246)"
eax 5,"rgb(0, 165, 247)"
al dl,"rgb(0, 164, 248)"
mov ah,"rgb(0, 163, 249)"
test dword,"rgb(0, 162, 250)"
movsd xmm0,"rgb(0, 161, 251)"
adc al,"rgb(0, 160, 252)"
[esi] eax,"rgb(0, 159, 253)"
eax 9,"rgb(0, 158, 254)"
xor dword,"rgb(0, 157, 255)"
edx 6,"rgb(0, 181, 230)"
dx byte,"rgb(0, 180, 231)"
eax 7,"rgb(0, 179, 232)"
mov ch,"rgb(0, 178, 233)"
dec eax,"rgb(0, 177, 234)"
cli,"rgb(0, 176, 235)"
dl byte,"rgb(0, 175, 236)"
imul esi,"rgb(0, 174, 237)"
pop ds,"rgb(0, 173, 238)"
al dx,"rgb(0, 172, 239)"
dx dword,"rgb(0, 171, 240)"
ecx 9,"rgb(0, 170, 241)"
clc,"rgb(0, 169, 242)"
repe cmpsb,"rgb(0, 168, 243)"
ecx 5,"rgb(0, 167, 244)"
cwde,"rgb(0, 166, 245)"
push cs,"rgb(0, 165, 246)"
pxor xmm0,"rgb(0, 164, 247)"
esi 2,"rgb(0, 163, 248)"
esp 0,"rgb(0, 162, 249)"
rep movsd,"rgb(0, 161, 250)"
std,"rgb(0, 160, 251)"
push 5,"rgb(0, 159, 252)"
wait,"rgb(0, 158, 253)"
sbb edx,"rgb(0, 157, 254)"
ecx 6,"rgb(0, 156, 255)"
esi 4,"rgb(0, 181, 229)"
[esi] 0,"rgb(0, 180, 230)"
sahf,"rgb(0, 179, 231)"
edx 7,"rgb(0, 178, 232)"
test ax,"rgb(0, 177, 233)"
lahf,"rgb(0, 176, 234)"
bl 1,"rgb(0, 175, 235)"
stc,"rgb(0, 174, 236)"
edi 4,"rgb(0, 173, 237)"
rep stosd,"rgb(0, 172, 238)"
dl 1,"rgb(0, 171, 239)"
al bl,"rgb(0, 170, 240)"
push ss,"rgb(0, 169, 241)"
[eax] ah,"rgb(0, 168, 242)"
ax ax,"rgb(0, 167, 243)"
not ecx,"rgb(0, 166, 244)"
ax word,"rgb(0, 165, 245)"
ecx esp,"rgb(0, 164, 246)"
push ds,"rgb(0, 163, 247)"
adc eax,"rgb(0, 162, 248)"
hlt,"rgb(0, 161, 249)"
mov dx,"rgb(0, 160, 250)"
eax dx,"rgb(0, 159, 251)"
sbb ecx,"rgb(0, 158, 252)"
call ecx,"rgb(0, 157, 253)"
edx dl,"rgb(0, 156, 254)"
al 4,"rgb(0, 155, 255)"
cmc,"rgb(0, 181, 228)"
ror edx,"rgb(0, 180, 229)"
xmm1 xmm1,"rgb(0, 179, 230)"
add ah,"rgb(0, 178, 231)"
cmp cx,"rgb(0, 177, 232)"
esi [esi],"rgb(0, 176, 233)"
edi ebp,"rgb(0, 175, 234)"
sti,"rgb(0, 174, 235)"
xmm6 xmmword,"rgb(0, 173, 236)"
fxch st(1),"rgb(0, 172, 237)"
ror ecx,"rgb(0, 171, 238)"
al 2,"rgb(0, 170, 239)"
edx ebp,"rgb(0, 169, 240)"
div ecx,"rgb(0, 168, 241)"
lea ebp,"rgb(0, 167, 242)"
dx eax,"rgb(0, 166, 243)"
xmm1 qword,"rgb(0, 165, 244)"
esi ebp,"rgb(0, 164, 245)"
cmp dx,"rgb(0, 163, 246)"
dx al,"rgb(0, 162, 247)"
dec ecx,"rgb(0, 161, 248)"
ymmword ptr,"rgb(0, 160, 249)"
repne scasb,"rgb(0, 159, 250)"
xmm0 xmm1,"rgb(0, 158, 251)"
eax ax,"rgb(0, 157, 252)"
shrd ecx,"rgb(0, 156, 253)"
xmm3 xmm0,"rgb(0, 155, 254)"
al 9,"rgb(0, 154, 255)"
edi 2,"rgb(0, 181, 227)"
into,"rgb(0, 180, 228)"
ebp edi,"rgb(0, 179, 229)"
imul edi,"rgb(0, 178, 230)"
sbb esi,"rgb(0, 177, 231)"
xmm3 xmmword,"rgb(0, 176, 232)"
ebp ecx,"rgb(0, 175, 233)"
ebp edx,"rgb(0, 174, 234)"
eax 6,"rgb(0, 173, 235)"
and esp,"rgb(0, 172, 236)"
sbb dword,"rgb(0, 171, 237)"
cl 1,"rgb(0, 170, 238)"
fld dword,"rgb(0, 169, 239)"
and ebp,"rgb(0, 168, 240)"
shr al,"rgb(0, 167, 241)"
test ah,"rgb(0, 166, 242)"
bl byte,"rgb(0, 165, 243)"
[eax] esi,"rgb(0, 164, 244)"
ebp 1,"rgb(0, 163, 245)"
[edx] eax,"rgb(0, 162, 246)"
rep movsb,"rgb(0, 161, 247)"
and dl,"rgb(0, 160, 248)"
xmm4 xmm0,"rgb(0, 159, 249)"
sub ebp,"rgb(0, 158, 250)"
dl al,"rgb(0, 157, 251)"
ebx 2,"rgb(0, 156, 252)"
shl esi,"rgb(0, 155, 253)"
[edx] ecx,"rgb(0, 154, 254)"
edi byte,"rgb(0, 153, 255)"
rol byte,"rgb(0, 181, 226)"
fldcw word,"rgb(0, 180, 227)"
lea esp,"rgb(0, 179, 228)"
movq qword,"rgb(0, 178, 229)"
[ecx] edi,"rgb(0, 177, 230)"
imul esp,"rgb(0, 176, 231)"
[edi] 0,"rgb(0, 175, 232)"
shr ebx,"rgb(0, 174, 233)"
sbb ebx,"rgb(0, 173, 234)"
adc dword,"rgb(0, 172, 235)"
esi 8,"rgb(0, 171, 236)"
cmp si,"rgb(0, 170, 237)"
[edi] eax,"rgb(0, 169, 238)"
al cl,"rgb(0, 168, 239)"
neg ecx,"rgb(0, 167, 240)"
xor bl,"rgb(0, 166, 241)"
[eax] ebx,"rgb(0, 165, 242)"
imul ebx,"rgb(0, 164, 243)"
ebx 8,"rgb(0, 163, 244)"
ebx 4,"rgb(0, 162, 245)"
sub ch,"rgb(0, 161, 246)"
cl dl,"rgb(0, 160, 247)"
fld qword,"rgb(0, 159, 248)"
[ecx] dx,"rgb(0, 158, 249)"
or ah,"rgb(0, 157, 250)"
test cx,"rgb(0, 156, 251)"
movsd xmm1,"rgb(0, 155, 252)"
rol dword,"rgb(0, 154, 253)"
[eax] edi,"rgb(0, 153, 254)"
push 6,"rgb(0, 152, 255)"
[edi] al,"rgb(0, 181, 225)"
neg edx,"rgb(0, 180, 226)"
ebx word,"rgb(0, 179, 227)"
shrd eax,"rgb(0, 178, 228)"
dl 9,"rgb(0, 177, 229)"
shl edi,"rgb(0, 176, 230)"
xor dl,"rgb(0, 175, 231)"
jmp eax,"rgb(0, 174, 232)"
[eax] dl,"rgb(0, 173, 233)"
cl bl,"rgb(0, 172, 234)"
pxor xmm1,"rgb(0, 171, 235)"
xmm0 dword,"rgb(0, 170, 236)"
ebx ebp,"rgb(0, 169, 237)"
edx bl,"rgb(0, 168, 238)"
ror esi,"rgb(0, 167, 239)"
al 5,"rgb(0, 166, 240)"
cx cx,"rgb(0, 165, 241)"
ebp ebx,"rgb(0, 164, 242)"
ebx 9,"rgb(0, 163, 243)"
dec dword,"rgb(0, 162, 244)"
add dl,"rgb(0, 161, 245)"
and cl,"rgb(0, 160, 246)"
movdqa xmm3,"rgb(0, 159, 247)"
ebx 7,"rgb(0, 158, 248)"
sub cl,"rgb(0, 157, 249)"
xmm1 xmm2,"rgb(0, 156, 250)"
xmm0 xmm2,"rgb(0, 155, 251)"
ecx -1,"rgb(0, 154, 252)"
[edx] al,"rgb(0, 153, 253)"
shrd edx,"rgb(0, 152, 254)"
xor cl,"rgb(0, 151, 255)"
fstp st(1),"rgb(0, 181, 224)"
xmm5 xmmword,"rgb(0, 180, 225)"
esi 3,"rgb(0, 179, 226)"
edi 8,"rgb(0, 178, 227)"
[ebx] eax,"rgb(0, 177, 228)"
movaps xmm0,"rgb(0, 176, 229)"
movaps xmm2,"rgb(0, 175, 230)"
cmp ah,"rgb(0, 174, 231)"
movaps xmm3,"rgb(0, 173, 232)"
[esi] edi,"rgb(0, 172, 233)"
bl al,"rgb(0, 171, 234)"
push 7,"rgb(0, 170, 235)"
ebx cl,"rgb(0, 169, 236)"
cmp bx,"rgb(0, 168, 237)"
cl al,"rgb(0, 167, 238)"
fstp qword,"rgb(0, 166, 239)"
and dh,"rgb(0, 165, 240)"
ebx 5,"rgb(0, 164, 241)"
shr edi,"rgb(0, 163, 242)"
bound esp,"rgb(0, 162, 243)"
al 8,"rgb(0, 161, 244)"
sbb edi,"rgb(0, 160, 245)"
[ecx] 0,"rgb(0, 159, 246)"
xmm4 xmmword,"rgb(0, 158, 247)"
neg esi,"rgb(0, 157, 248)"
edx 9,"rgb(0, 156, 249)"
edi 3,"rgb(0, 155, 250)"
and bh,"rgb(0, 154, 251)"
tbyte ptr,"rgb(0, 153, 252)"
[esp] eax,"rgb(0, 152, 253)"
al ah,"rgb(0, 151, 254)"
esi word,"rgb(0, 150, 255)"
[eax] bl,"rgb(0, 181, 223)"
fxch st(2),"rgb(0, 180, 224)"
dec esi,"rgb(0, 179, 225)"
call ebp,"rgb(0, 178, 226)"
rol ecx,"rgb(0, 177, 227)"
or dl,"rgb(0, 176, 228)"
cx word,"rgb(0, 175, 229)"
xor esp,"rgb(0, 174, 230)"
shr esi,"rgb(0, 173, 231)"
dec edi,"rgb(0, 172, 232)"
sub dl,"rgb(0, 171, 233)"
[ebx] al,"rgb(0, 170, 234)"
shl byte,"rgb(0, 169, 235)"
and bl,"rgb(0, 168, 236)"
ebp esi,"rgb(0, 167, 237)"
ebx 3,"rgb(0, 166, 238)"
xor dh,"rgb(0, 165, 239)"
shl dword,"rgb(0, 164, 240)"
push 9,"rgb(0, 163, 241)"
rcl byte,"rgb(0, 162, 242)"
eax bl,"rgb(0, 161, 243)"
sbb dl,"rgb(0, 160, 244)"
and ch,"rgb(0, 159, 245)"
ax cx,"rgb(0, 158, 246)"
[edi] esi,"rgb(0, 157, 247)"
cpuid,"rgb(0, 156, 248)"
sub ax,"rgb(0, 155, 249)"
esi cl,"rgb(0, 154, 250)"
ah ah,"rgb(0, 153, 251)"
al 3,"rgb(0, 152, 252)"
lock add,"rgb(0, 151, 253)"
movdqa xmm5,"rgb(0, 150, 254)"
or cl,"rgb(0, 181, 222)"
call edx,"rgb(0, 180, 223)"
xmm6 xmm6,"rgb(0, 179, 224)"
add dh,"rgb(0, 178, 225)"
test dx,"rgb(0, 177, 226)"
esp eax,"rgb(0, 176, 227)"
mul dword,"rgb(0, 175, 228)"
and ah,"rgb(0, 174, 229)"
[edx] 0,"rgb(0, 173, 230)"
bl cl,"rgb(0, 172, 231)"
edx esp,"rgb(0, 171, 232)"
dx word,"rgb(0, 170, 233)"
shl ebx,"rgb(0, 169, 234)"
dx dx,"rgb(0, 168, 235)"
sar dword,"rgb(0, 167, 236)"
xmm7 xmmword,"rgb(0, 166, 237)"
xor ch,"rgb(0, 165, 238)"
xmm2 qword,"rgb(0, 164, 239)"
mul ecx,"rgb(0, 163, 240)"
test dh,"rgb(0, 162, 241)"
fnstcw word,"rgb(0, 161, 242)"
cmp esp,"rgb(0, 160, 243)"
dl cl,"rgb(0, 159, 244)"
rol edx,"rgb(0, 158, 245)"
shr dl,"rgb(0, 157, 246)"
pop dword,"rgb(0, 156, 247)"
cmp bh,"rgb(0, 155, 248)"
ecx cl,"rgb(0, 154, 249)"
xor bh,"rgb(0, 153, 250)"
xor ah,"rgb(0, 152, 251)"
[eax] dh,"rgb(0, 151, 252)"
ecx ax,"rgb(0, 150, 253)"
sar byte,"rgb(0, 182, 220)"
edi esp,"rgb(0, 181, 221)"
movdqa xmm4,"rgb(0, 180, 222)"
fild qword,"rgb(0, 179, 223)"
not edx,"rgb(0, 178, 224)"
or esp,"rgb(0, 177, 225)"
al dh,"rgb(0, 176, 226)"
bound ebp,"rgb(0, 175, 227)"
[edx] cl,"rgb(0, 174, 228)"
rep stosb,"rgb(0, 173, 229)"
ror dword,"rgb(0, 172, 230)"
ebx [ebx],"rgb(0, 171, 231)"
sal byte,"rgb(0, 170, 232)"
[edx] dh,"rgb(0, 169, 233)"
sal dword,"rgb(0, 168, 234)"
sub dh,"rgb(0, 167, 235)"
edi [edi],"rgb(0, 166, 236)"
ecx cx,"rgb(0, 165, 237)"
ror eax,"rgb(0, 164, 238)"
[esi] ch,"rgb(0, 163, 239)"
esi [ecx],"rgb(0, 162, 240)"
sar ebx,"rgb(0, 161, 241)"
fstp dword,"rgb(0, 160, 242)"
div ebx,"rgb(0, 159, 243)"
[ebx] 0,"rgb(0, 158, 244)"
lock inc,"rgb(0, 157, 245)"
sub bl,"rgb(0, 156, 246)"
[esi] al,"rgb(0, 155, 247)"
dl 2,"rgb(0, 154, 248)"
cmp dh,"rgb(0, 153, 249)"
edi cl,"rgb(0, 152, 250)"
al 6,"rgb(0, 151, 251)"
ebx 6,"rgb(0, 150, 252)"
[ecx] esi,"rgb(0, 182, 219)"
or ebp,"rgb(0, 181, 220)"
add cl,"rgb(0, 180, 221)"
ah byte,"rgb(0, 179, 222)"
es:[edi] dword,"rgb(0, 178, 223)"
and ax,"rgb(0, 177, 224)"
xchg ecx,"rgb(0, 176, 225)"
[esi] bl,"rgb(0, 175, 226)"
shr byte,"rgb(0, 174, 227)"
dl bl,"rgb(0, 173, 228)"
xmm0 xmm4,"rgb(0, 172, 229)"
ror byte,"rgb(0, 171, 230)"
cmp ch,"rgb(0, 170, 231)"
not ebx,"rgb(0, 169, 232)"
shr dword,"rgb(0, 168, 233)"
movdqa xmm6,"rgb(0, 167, 234)"
edx -1,"rgb(0, 166, 235)"
ecx al,"rgb(0, 165, 236)"
[esi] ecx,"rgb(0, 164, 237)"
dl 5,"rgb(0, 163, 238)"
not esi,"rgb(0, 162, 239)"
xchg esp,"rgb(0, 161, 240)"
[ecx] ax,"rgb(0, 160, 241)"
rcl dword,"rgb(0, 159, 242)"
rcr byte,"rgb(0, 158, 243)"
bound esi,"rgb(0, 157, 244)"
sub bh,"rgb(0, 156, 245)"
or dh,"rgb(0, 155, 246)"
cx ax,"rgb(0, 154, 247)"
si ax,"rgb(0, 153, 248)"
sar esi,"rgb(0, 152, 249)"
cl 2,"rgb(0, 151, 250)"
[ecx] cl,"rgb(0, 150, 251)"
dl 0,"rgb(0, 182, 218)"
lock cmpxchg,"rgb(0, 181, 219)"
ah al,"rgb(0, 180, 220)"
idiv ecx,"rgb(0, 179, 221)"
[ebx] ecx,"rgb(0, 178, 222)"
movapd xmm0,"rgb(0, 177, 223)"
ebp 2,"rgb(0, 176, 224)"
rol eax,"rgb(0, 175, 225)"
dec edx,"rgb(0, 174, 226)"
ebx ax,"rgb(0, 173, 227)"
[eax] 1,"rgb(0, 172, 228)"
[edi] ebx,"rgb(0, 171, 229)"
edi -1,"rgb(0, 170, 230)"
[edi] edx,"rgb(0, 169, 231)"
cl 9,"rgb(0, 168, 232)"
neg al,"rgb(0, 167, 233)"
xchg ebx,"rgb(0, 166, 234)"
xchg esi,"rgb(0, 165, 235)"
xmm4 xmm4,"rgb(0, 164, 236)"
movsx ebx,"rgb(0, 163, 237)"
[eax] cx,"rgb(0, 162, 238)"
ah dl,"rgb(0, 161, 239)"
[edx] bh,"rgb(0, 160, 240)"
