Term,RGB
push 1,"rgb(240, 154, 128)"
eax 2,"rgb(240, 153, 129)"
edi ecx,"rgb(240, 169, 112)"
and dword,"rgb(240, 168, 113)"
cmp ebp,"rgb(240, 167, 114)"
or ebx,"rgb(240, 166, 115)"
test ebp,"rgb(240, 165, 116)"
shl esi,"rgb(240, 164, 117)"
call dword,"rgb(240, 163, 118)"
xmm0 xmmword,"rgb(240, 162, 119)"
edx word,"rgb(240, 161, 120)"
cmp word,"rgb(240, 160, 121)"
edi edx,"rgb(240, 159, 122)"
ecx word,"rgb(240, 158, 123)"
sub ebp,"rgb(240, 157, 124)"
ebx ecx,"rgb(240, 156, 125)"
xor ebp,"rgb(240, 155, 126)"
ecx 2,"rgb(240, 154, 127)"
edx ebx,"rgb(240, 153, 128)"
eax 4,"rgb(240, 152, 129)"
add al,"rgb(240, 169, 111)"
esi ebp,"rgb(240, 168, 112)"
ptr [ecx],"rgb(240, 167, 113)"
shl edx,"rgb(240, 166, 114)"
ebx dword,"rgb(240, 165, 115)"
mov esp,"rgb(240, 164, 116)"
push 2,"rgb(240, 163, 117)"
sar eax,"rgb(240, 162, 118)"
ebx edx,"rgb(240, 161, 119)"
imul ebx,"rgb(240, 160, 120)"
push 4,"rgb(240, 159, 121)"
eax 3,"rgb(240, 158, 122)"
esp ebp,"rgb(240, 157, 123)"
mov bl,"rgb(240, 156, 124)"
add ecx,"rgb(240, 155, 125)"
eax 8,"rgb(240, 154, 126)"
cmp dl,"rgb(240, 153, 127)"
esi 1,"rgb(240, 152, 128)"
ecx ebp,"rgb(240, 151, 129)"
esp 4,"rgb(240, 169, 110)"
ecx 4,"rgb(240, 168, 111)"
edi ebp,"rgb(240, 167, 112)"
ptr [edi],"rgb(240, 166, 113)"
shl edi,"rgb(240, 165, 114)"
ptr [ebx],"rgb(240, 164, 115)"
eax -1,"rgb(240, 163, 116)"
push 8,"rgb(240, 162, 117)"
al 0,"rgb(240, 161, 118)"
eax 5,"rgb(240, 160, 119)"
test dl,"rgb(240, 159, 120)"
lea ebp,"rgb(240, 158, 121)"
push 3,"rgb(240, 157, 122)"
ecx 8,"rgb(240, 156, 123)"
shr eax,"rgb(240, 155, 124)"
and byte,"rgb(240, 154, 125)"
ebp edi,"rgb(240, 153, 126)"
or dword,"rgb(240, 152, 127)"
xmm1 xmmword,"rgb(240, 151, 128)"
al 1,"rgb(240, 150, 129)"
test cl,"rgb(240, 169, 109)"
ebx 1,"rgb(240, 168, 110)"
xmm0 xmm0,"rgb(240, 167, 111)"
edi 1,"rgb(240, 166, 112)"
edx 2,"rgb(240, 165, 113)"
push 5,"rgb(240, 164, 114)"
ebp esi,"rgb(240, 163, 115)"
sar esi,"rgb(240, 162, 116)"
push 6,"rgb(240, 161, 117)"
eax 0,"rgb(240, 160, 118)"
ptr [edx],"rgb(240, 159, 119)"
eax al,"rgb(240, 158, 120)"
push 7,"rgb(240, 157, 121)"
edx ebp,"rgb(240, 156, 122)"
dl dl,"rgb(240, 155, 123)"
edx 3,"rgb(240, 154, 124)"
push 9,"rgb(240, 153, 125)"
ecx 3,"rgb(240, 152, 126)"
ebx ebp,"rgb(240, 151, 127)"
movdqa xmm0,"rgb(240, 150, 128)"
and ebp,"rgb(240, 149, 129)"
xor al,"rgb(241, 147, 129)"
cmp ax,"rgb(240, 169, 108)"
ecx 5,"rgb(240, 168, 109)"
eax 7,"rgb(240, 167, 110)"
movzx ebx,"rgb(240, 166, 111)"
and al,"rgb(240, 165, 112)"
or ebp,"rgb(240, 164, 113)"
ebp ebx,"rgb(240, 163, 114)"
al bl,"rgb(240, 162, 115)"
ebp ecx,"rgb(240, 161, 116)"
neg eax,"rgb(240, 160, 117)"
edx 4,"rgb(240, 159, 118)"
inc ecx,"rgb(240, 158, 119)"
esi 4,"rgb(240, 157, 120)"
inc esi,"rgb(240, 156, 121)"
sbb al,"rgb(240, 155, 122)"
inc dword,"rgb(240, 154, 123)"
bl al,"rgb(240, 153, 124)"
eax 6,"rgb(240, 152, 125)"
cmp cl,"rgb(240, 151, 126)"
eax cl,"rgb(240, 150, 127)"
imul ebp,"rgb(240, 149, 128)"
test bl,"rgb(240, 148, 129)"
movsx eax,"rgb(241, 147, 128)"
movdqa xmmword,"rgb(241, 146, 129)"
sar ecx,"rgb(240, 169, 107)"
shl ebx,"rgb(240, 168, 108)"
or byte,"rgb(240, 167, 109)"
esi 2,"rgb(240, 166, 110)"
edx 5,"rgb(240, 165, 111)"
or al,"rgb(240, 164, 112)"
edx 0,"rgb(240, 163, 113)"
ecx 7,"rgb(240, 162, 114)"
ebp edx,"rgb(240, 161, 115)"
eax 9,"rgb(240, 160, 116)"
call eax,"rgb(240, 159, 117)"
movzx esi,"rgb(240, 158, 118)"
push esp,"rgb(240, 157, 119)"
ecx 0,"rgb(240, 156, 120)"
edi 4,"rgb(240, 155, 121)"
inc edi,"rgb(240, 154, 122)"
edx 8,"rgb(240, 153, 123)"
sar edi,"rgb(240, 152, 124)"
call esi,"rgb(240, 151, 125)"
ebx byte,"rgb(240, 150, 126)"
inc ebx,"rgb(240, 149, 127)"
esi 3,"rgb(240, 148, 128)"
cl cl,"rgb(240, 147, 129)"
xmm2 xmmword,"rgb(241, 147, 127)"
ecx 6,"rgb(241, 146, 128)"
xor byte,"rgb(241, 145, 129)"
[eax] eax,"rgb(240, 169, 106)"
esi 5,"rgb(240, 168, 107)"
movdqa xmm1,"rgb(240, 167, 108)"
movsd qword,"rgb(240, 166, 109)"
push es,"rgb(240, 165, 110)"
al 4,"rgb(240, 164, 111)"
inc edx,"rgb(240, 163, 112)"
cl byte,"rgb(240, 162, 113)"
ptr [esp],"rgb(240, 161, 114)"
bl bl,"rgb(240, 160, 115)"
movdqa xmm2,"rgb(240, 159, 116)"
esi 8,"rgb(240, 158, 117)"
shr edx,"rgb(240, 157, 118)"
cmp bl,"rgb(240, 156, 119)"
eax [eax],"rgb(240, 155, 120)"
edi 2,"rgb(240, 154, 121)"
ecx 9,"rgb(240, 153, 122)"
movsd xmm0,"rgb(240, 152, 123)"
sar ebx,"rgb(240, 151, 124)"
movzx edi,"rgb(240, 150, 125)"
dl byte,"rgb(240, 149, 126)"
edx 6,"rgb(240, 148, 127)"
adc al,"rgb(240, 147, 128)"
esi byte,"rgb(240, 146, 129)"
cdq,"rgb(241, 147, 126)"
shr ecx,"rgb(241, 146, 127)"
sbb byte,"rgb(241, 145, 128)"
[eax] 0,"rgb(241, 144, 129)"
ebx 4,"rgb(240, 169, 105)"
sar edx,"rgb(240, 168, 106)"
inc ebp,"rgb(240, 167, 107)"
edi 8,"rgb(240, 166, 108)"
esi 7,"rgb(240, 165, 109)"
edi 3,"rgb(240, 164, 110)"
pxor xmm0,"rgb(240, 163, 111)"
al dl,"rgb(240, 162, 112)"
dx byte,"rgb(240, 161, 113)"
repe cmpsb,"rgb(240, 160, 114)"
movsx ecx,"rgb(240, 159, 115)"
movsx edx,"rgb(240, 158, 116)"
sub dword,"rgb(240, 157, 117)"
stc,"rgb(240, 156, 118)"
ebx 2,"rgb(240, 155, 119)"
esi 6,"rgb(240, 154, 120)"
ebx 8,"rgb(240, 153, 121)"
[ecx] eax,"rgb(240, 152, 122)"
ebp 1,"rgb(240, 151, 123)"
edx 7,"rgb(240, 150, 124)"
esi 9,"rgb(240, 149, 125)"
not eax,"rgb(240, 148, 126)"
in al,"rgb(240, 147, 127)"
edi 5,"rgb(240, 146, 128)"
edx cl,"rgb(240, 145, 129)"
[eax] ecx,"rgb(241, 147, 125)"
ebx 7,"rgb(241, 146, 126)"
ax word,"rgb(241, 145, 127)"
[eax] cl,"rgb(241, 144, 128)"
shl ebp,"rgb(241, 143, 129)"
edx dl,"rgb(240, 169, 104)"
xmm1 xmm1,"rgb(240, 168, 105)"
xmm6 xmmword,"rgb(240, 167, 106)"
dl 1,"rgb(240, 166, 107)"
ebx 5,"rgb(240, 165, 108)"
al 2,"rgb(240, 164, 109)"
[esi] eax,"rgb(240, 163, 110)"
bl 1,"rgb(240, 162, 111)"
sub al,"rgb(240, 161, 112)"
neg ecx,"rgb(240, 160, 113)"
al 9,"rgb(240, 159, 114)"
xmm0 xmm1,"rgb(240, 158, 115)"
[ecx] al,"rgb(240, 157, 116)"
mov ax,"rgb(240, 156, 117)"
ymmword ptr,"rgb(240, 155, 118)"
edi 7,"rgb(240, 154, 119)"
ebx 3,"rgb(240, 153, 120)"
ax ax,"rgb(240, 152, 121)"
call edi,"rgb(240, 151, 122)"
test ax,"rgb(240, 150, 123)"
ebx 9,"rgb(240, 149, 124)"
test dword,"rgb(240, 148, 125)"
bl byte,"rgb(240, 147, 126)"
cmp dx,"rgb(240, 146, 127)"
cld,"rgb(240, 145, 128)"
xmm3 xmmword,"rgb(240, 144, 129)"
cmp si,"rgb(241, 147, 124)"
edi 6,"rgb(241, 146, 125)"
dl cl,"rgb(241, 145, 126)"
shr al,"rgb(241, 144, 127)"
ebx 6,"rgb(241, 143, 128)"
[eax] ah,"rgb(241, 142, 129)"
jmp dword,"rgb(240, 169, 103)"
edi 9,"rgb(240, 168, 104)"
sub byte,"rgb(240, 167, 105)"
cl 1,"rgb(240, 166, 106)"
shr ebx,"rgb(240, 165, 107)"
edi byte,"rgb(240, 164, 108)"
edx 9,"rgb(240, 163, 109)"
[eax] esi,"rgb(240, 162, 110)"
sbb dword,"rgb(240, 161, 111)"
al 5,"rgb(240, 160, 112)"
[esi] 0,"rgb(240, 159, 113)"
ebp 2,"rgb(240, 158, 114)"
fld dword,"rgb(240, 157, 115)"
al 8,"rgb(240, 156, 116)"
shr edi,"rgb(240, 155, 117)"
cl dl,"rgb(240, 154, 118)"
al ch,"rgb(240, 153, 119)"
al dx,"rgb(240, 152, 120)"
dl 9,"rgb(240, 151, 121)"
cmp cx,"rgb(240, 150, 122)"
xmm0 dword,"rgb(240, 149, 123)"
edx bl,"rgb(240, 148, 124)"
eax ax,"rgb(240, 147, 125)"
cmp bh,"rgb(240, 146, 126)"
cl bl,"rgb(240, 145, 127)"
mov dh,"rgb(240, 144, 128)"
movdqa xmm3,"rgb(240, 143, 129)"
neg edx,"rgb(241, 147, 123)"
[eax] ebx,"rgb(241, 146, 124)"
[eax] dl,"rgb(241, 145, 125)"
xmm5 xmmword,"rgb(241, 144, 126)"
ax dx,"rgb(241, 143, 127)"
test ah,"rgb(241, 142, 128)"
mov cx,"rgb(241, 141, 129)"
[eax] bl,"rgb(240, 169, 102)"
inc esp,"rgb(240, 168, 103)"
rep movsd,"rgb(240, 167, 104)"
cl al,"rgb(240, 166, 105)"
esi [esi],"rgb(240, 165, 106)"
mov ah,"rgb(240, 164, 107)"
rcl dl,"rgb(240, 163, 108)"
dl al,"rgb(240, 162, 109)"
[eax] edi,"rgb(240, 161, 110)"
rep stosd,"rgb(240, 160, 111)"
call ecx,"rgb(240, 159, 112)"
rol byte,"rgb(240, 158, 113)"
and dl,"rgb(240, 157, 114)"
ebp 5,"rgb(240, 156, 115)"
fld qword,"rgb(240, 155, 116)"
ebp 8,"rgb(240, 154, 117)"
not ecx,"rgb(240, 153, 118)"
cvtsi2sd xmm0,"rgb(240, 152, 119)"
xmm4 xmmword,"rgb(240, 151, 120)"
neg esi,"rgb(240, 150, 121)"
sar ebp,"rgb(240, 149, 122)"
clc,"rgb(240, 148, 123)"
[eax] 9,"rgb(240, 147, 124)"
xor dword,"rgb(240, 146, 125)"
[esp] eax,"rgb(240, 145, 126)"
al 3,"rgb(240, 144, 127)"
ebp 7,"rgb(240, 143, 128)"
[eax] edx,"rgb(240, 142, 129)"
in eax,"rgb(241, 147, 122)"
eax esp,"rgb(241, 146, 123)"
[edx] al,"rgb(241, 145, 124)"
rol ecx,"rgb(241, 144, 125)"
call ebx,"rgb(241, 143, 126)"
al cl,"rgb(241, 142, 127)"
mov dx,"rgb(241, 141, 128)"
lea esp,"rgb(241, 140, 129)"
movdqa xmm5,"rgb(240, 169, 101)"
repne scasb,"rgb(240, 168, 102)"
cmp bx,"rgb(240, 167, 103)"
ecx al,"rgb(240, 166, 104)"
[edi] eax,"rgb(240, 165, 105)"
ebp 4,"rgb(240, 164, 106)"
cpuid,"rgb(240, 163, 107)"
shr esi,"rgb(240, 162, 108)"
movzx ebp,"rgb(240, 161, 109)"
ebx cl,"rgb(240, 160, 110)"
eax dx,"rgb(240, 159, 111)"
lock add,"rgb(240, 158, 112)"
al ah,"rgb(240, 157, 113)"
al 6,"rgb(240, 156, 114)"
xmm7 xmmword,"rgb(240, 155, 115)"
fild qword,"rgb(240, 154, 116)"
ecx [ecx],"rgb(240, 153, 117)"
[edx] eax,"rgb(240, 152, 118)"
ebx word,"rgb(240, 151, 119)"
[ebx] al,"rgb(240, 150, 120)"
xmm6 xmm0,"rgb(240, 149, 121)"
[edi] 0,"rgb(240, 148, 122)"
[eax] dh,"rgb(240, 147, 123)"
fstp qword,"rgb(240, 146, 124)"
movdqa xmm4,"rgb(240, 145, 125)"
sbb ebx,"rgb(240, 144, 126)"
ecx cl,"rgb(240, 143, 127)"
or ah,"rgb(240, 142, 128)"
rol edx,"rgb(240, 141, 129)"
[ecx] 0,"rgb(241, 147, 121)"
ebp 3,"rgb(241, 146, 122)"
cwde,"rgb(241, 145, 123)"
mov ch,"rgb(241, 144, 124)"
[edi] al,"rgb(241, 143, 125)"
sbb esi,"rgb(241, 142, 126)"
pop ss,"rgb(241, 141, 127)"
mov bh,"rgb(241, 140, 128)"
rep movsb,"rgb(240, 169, 100)"
hlt,"rgb(240, 168, 101)"
ebp 6,"rgb(240, 167, 102)"
movdqa xmm6,"rgb(240, 166, 103)"
sbb edi,"rgb(240, 165, 104)"
and cl,"rgb(240, 164, 105)"
cl 2,"rgb(240, 163, 106)"
div ecx,"rgb(240, 162, 107)"
ah byte,"rgb(240, 161, 108)"
not edx,"rgb(240, 160, 109)"
si ax,"rgb(240, 159, 110)"
pop es,"rgb(240, 158, 111)"
neg edi,"rgb(240, 157, 112)"
esi -1,"rgb(240, 156, 113)"
[edx] dh,"rgb(240, 155, 114)"
al dh,"rgb(240, 154, 115)"
movapd xmm0,"rgb(240, 153, 116)"
edx al,"rgb(240, 152, 117)"
esi cl,"rgb(240, 151, 118)"
ecx ax,"rgb(240, 150, 119)"
dl 0,"rgb(240, 149, 120)"
lock inc,"rgb(240, 148, 121)"
test dh,"rgb(240, 147, 122)"
[ecx] edi,"rgb(240, 146, 123)"
[esi] bl,"rgb(240, 145, 124)"
xor bl,"rgb(240, 144, 125)"
rep stosb,"rgb(240, 143, 126)"
bh bh,"rgb(240, 142, 127)"
ah ah,"rgb(240, 141, 128)"
or word,"rgb(240, 140, 129)"
edx -1,"rgb(241, 147, 120)"
[esi] ch,"rgb(241, 146, 121)"
movdqa xmm7,"rgb(241, 145, 122)"
[ebx] eax,"rgb(241, 144, 123)"
dl 2,"rgb(241, 143, 124)"
sbb dl,"rgb(241, 142, 125)"
or dl,"rgb(241, 141, 126)"
eax bl,"rgb(241, 140, 127)"
and esp,"rgb(240, 168, 100)"
ebx -1,"rgb(240, 167, 101)"
eax dl,"rgb(240, 166, 102)"
das,"rgb(240, 165, 103)"
bl cl,"rgb(240, 164, 104)"
or cl,"rgb(240, 163, 105)"
rol eax,"rgb(240, 162, 106)"
cx word,"rgb(240, 161, 107)"
std,"rgb(240, 160, 108)"
eax cx,"rgb(240, 159, 109)"
esi word,"rgb(240, 158, 110)"
shr ebp,"rgb(240, 157, 111)"
xor dh,"rgb(240, 156, 112)"
call ebp,"rgb(240, 155, 113)"
retf,"rgb(240, 154, 114)"
[eax] 1,"rgb(240, 153, 115)"
cl 9,"rgb(240, 152, 116)"
out 0,"rgb(240, 151, 117)"
mov si,"rgb(240, 150, 118)"
xor dl,"rgb(240, 149, 119)"
dl bl,"rgb(240, 148, 120)"
rcl byte,"rgb(240, 147, 121)"
esp eax,"rgb(240, 146, 122)"
[ecx] dl,"rgb(240, 145, 123)"
cmp ah,"rgb(240, 144, 124)"
[esi] ecx,"rgb(240, 143, 125)"
[ecx] edx,"rgb(240, 142, 126)"
mm0 qword,"rgb(240, 141, 127)"
mov di,"rgb(240, 140, 128)"
edi cl,"rgb(241, 147, 119)"
[edx] ecx,"rgb(241, 146, 120)"
aas,"rgb(241, 145, 121)"
[ebx] ecx,"rgb(241, 144, 122)"
xmm1 dword,"rgb(241, 143, 123)"
[edx] bh,"rgb(241, 142, 124)"
ecx esp,"rgb(241, 141, 125)"
[esi] edi,"rgb(241, 140, 126)"
[ecx] ah,"rgb(240, 167, 100)"
fstp st(2),"rgb(240, 166, 101)"
ah al,"rgb(240, 165, 102)"
imul esp,"rgb(240, 164, 103)"
al 7,"rgb(240, 163, 104)"
[esi] al,"rgb(240, 162, 105)"
pop esp,"rgb(240, 161, 106)"
out dx,"rgb(240, 160, 107)"
cvttsd2si eax,"rgb(240, 159, 108)"
[ecx] cl,"rgb(240, 158, 109)"
ah cl,"rgb(240, 157, 110)"
[ecx] ebx,"rgb(240, 156, 111)"
not ebx,"rgb(240, 155, 112)"
al bh,"rgb(240, 154, 113)"
ecx cx,"rgb(240, 153, 114)"
eax xmm0,"rgb(240, 152, 115)"
daa,"rgb(240, 151, 116)"
xchg esp,"rgb(240, 150, 117)"
fchs,"rgb(240, 149, 118)"
fld1,"rgb(240, 148, 119)"
eax si,"rgb(240, 147, 120)"
shl byte,"rgb(240, 146, 121)"
push cs,"rgb(240, 145, 122)"
edx ax,"rgb(240, 144, 123)"
ecx bl,"rgb(240, 143, 124)"
sub cl,"rgb(240, 142, 125)"
cl 4,"rgb(240, 141, 126)"
ah bl,"rgb(240, 140, 127)"
setle al,"rgb(241, 147, 118)"
[ecx] esi,"rgb(241, 146, 119)"
mm6 qword,"rgb(241, 145, 120)"
esi 0,"rgb(241, 144, 121)"
[edi] ch,"rgb(241, 143, 122)"
sub ax,"rgb(241, 142, 123)"
idiv ebx,"rgb(241, 141, 124)"
[esi] cl,"rgb(241, 140, 125)"
ebp 9,"rgb(240, 166, 100)"
sti,"rgb(240, 165, 101)"
and dh,"rgb(240, 164, 102)"
ax cx,"rgb(240, 163, 103)"
mm5 qword,"rgb(240, 162, 104)"
[edi] cl,"rgb(240, 161, 105)"
[edx] cl,"rgb(240, 160, 106)"
lahf,"rgb(240, 159, 107)"
neg ebx,"rgb(240, 158, 108)"
[ecx] ch,"rgb(240, 157, 109)"
[esi] dl,"rgb(240, 156, 110)"
[eax] cx,"rgb(240, 155, 111)"
[esi] ax,"rgb(240, 154, 112)"
xchg ebx,"rgb(240, 153, 113)"
idiv ecx,"rgb(240, 152, 114)"
cx ax,"rgb(240, 151, 115)"
wait,"rgb(240, 150, 116)"
sub ch,"rgb(240, 149, 117)"
bl 2,"rgb(240, 148, 118)"
[ebx] edx,"rgb(240, 147, 119)"
[esp] esi,"rgb(240, 146, 120)"
push ss,"rgb(240, 145, 121)"
[esp] ebx,"rgb(240, 144, 122)"
xmm0 eax,"rgb(240, 143, 123)"
or bl,"rgb(240, 142, 124)"
ah 2,"rgb(240, 141, 125)"
rol dword,"rgb(240, 140, 126)"
sub dl,"rgb(241, 147, 117)"
ebp byte,"rgb(241, 146, 118)"
neg al,"rgb(241, 145, 119)"
not esi,"rgb(241, 144, 120)"
rol esi,"rgb(241, 143, 121)"
xchg ecx,"rgb(241, 142, 122)"
ah dh,"rgb(241, 141, 123)"
[edx] 0,"rgb(241, 140, 124)"
ax 1,"rgb(240, 165, 100)"
jmp eax,"rgb(240, 164, 101)"
edi ax,"rgb(240, 163, 102)"
[ebx] dh,"rgb(240, 162, 103)"
mm2 qword,"rgb(240, 161, 104)"
xchg esi,"rgb(240, 160, 105)"
0 al,"rgb(240, 159, 106)"
fild dword,"rgb(240, 158, 107)"
movss xmm1,"rgb(240, 157, 108)"
stmxcsr dword,"rgb(240, 156, 109)"
ah ch,"rgb(240, 155, 110)"
[esi] ebx,"rgb(240, 154, 111)"
xchg edx,"rgb(240, 153, 112)"
[edi] xmm0,"rgb(240, 152, 113)"
and word,"rgb(240, 151, 114)"
call edx,"rgb(240, 150, 115)"
ah dl,"rgb(240, 149, 116)"
and ax,"rgb(240, 148, 117)"
ah bh,"rgb(240, 147, 118)"
shl dword,"rgb(240, 146, 119)"
[ebx] cl,"rgb(240, 145, 120)"
dl 4,"rgb(240, 144, 121)"
test ch,"rgb(240, 143, 122)"
mul ecx,"rgb(240, 142, 123)"
sub dh,"rgb(240, 141, 124)"
[eax] ax,"rgb(240, 140, 125)"
fmulp st(1),"rgb(241, 147, 116)"
fistp dword,"rgb(241, 146, 117)"
[ecx] bl,"rgb(241, 145, 118)"
cli,"rgb(241, 144, 119)"
fmul dword,"rgb(241, 143, 120)"
cx dx,"rgb(241, 142, 121)"
[eax] bh,"rgb(241, 141, 122)"
xor cl,"rgb(241, 140, 123)"
dh dh,"rgb(240, 164, 100)"
[eax] ch,"rgb(240, 163, 101)"
div dword,"rgb(240, 162, 102)"
[edi] ah,"rgb(240, 161, 103)"
ror byte,"rgb(240, 160, 104)"
mul dword,"rgb(240, 159, 105)"
rol edi,"rgb(240, 158, 106)"
ecx dl,"rgb(240, 157, 107)"
cmc,"rgb(240, 156, 108)"
bx word,"rgb(240, 155, 109)"
idiv edi,"rgb(240, 154, 110)"
bl dl,"rgb(240, 153, 111)"
aaa,"rgb(240, 152, 112)"
mov bx,"rgb(240, 151, 113)"
dx ax,"rgb(240, 150, 114)"
movss dword,"rgb(240, 149, 115)"
ecx dx,"rgb(240, 148, 116)"
bh al,"rgb(240, 147, 117)"
dx al,"rgb(240, 146, 118)"
inc cl,"rgb(240, 145, 119)"
[edi] dl,"rgb(240, 144, 120)"
xor ch,"rgb(240, 143, 121)"
