Term,RGB
ebx ecx,"rgb(85, 37, 230)"
mov [ebp+var_30],"rgb(84, 40, 228)"
inc ebx,"rgb(84, 39, 229)"
imul ebx,"rgb(84, 38, 230)"
eax 0FFFFFFFFh,"rgb(83, 40, 229)"
mov [ebp+var_44],"rgb(83, 39, 230)"
push [ebp+arg_0],"rgb(82, 40, 230)"
edi offset,"rgb(92, 40, 219)"
mov [ebp+var_3C],"rgb(92, 39, 220)"
esi ebp,"rgb(92, 38, 221)"
and byte,"rgb(92, 37, 222)"
mov word,"rgb(92, 36, 223)"
esi,"rgb(92, 35, 224)"
[ebp+var_8] 0,"rgb(92, 34, 225)"
test byte,"rgb(92, 33, 226)"
large fs:0,"rgb(92, 32, 227)"
push [ebp+var_C],"rgb(92, 31, 228)"
ptr [ebp+var_8],"rgb(92, 30, 229)"
mov [ebp+var_34],"rgb(92, 29, 230)"
push 8,"rgb(91, 40, 220)"
mov [ebp+var_38],"rgb(91, 39, 221)"
ebx offset,"rgb(91, 38, 222)"
inc edx,"rgb(91, 37, 223)"
edx,"rgb(91, 36, 224)"
ptr [ecx+eax*4],"rgb(91, 35, 225)"
or byte,"rgb(91, 34, 226)"
cmp [ebp+var_1C],"rgb(91, 33, 227)"
eax [eax+edx],"rgb(91, 32, 228)"
push 3,"rgb(91, 31, 229)"
cmp al,"rgb(91, 30, 230)"
eax [eax+ecx],"rgb(90, 40, 221)"
xor ebp,"rgb(90, 39, 222)"
ecx [ecx+eax],"rgb(90, 38, 223)"
eax [edx+eax],"rgb(90, 37, 224)"
eax 3,"rgb(90, 36, 225)"
cmp [ebp+var_14],"rgb(90, 35, 226)"
sar ecx,"rgb(90, 34, 227)"
ecx ebp,"rgb(90, 33, 228)"
eax [ebp+arg_8],"rgb(90, 32, 229)"
edx [eax+edx],"rgb(90, 31, 230)"
eax [ecx+eax],"rgb(89, 40, 222)"
edx [edx+eax],"rgb(89, 39, 223)"
push [ebp+var_44],"rgb(89, 38, 224)"
[ebp+var_4] al,"rgb(89, 37, 225)"
push 10h,"rgb(89, 36, 226)"
eax [ebp-4],"rgb(89, 35, 227)"
inc ebp,"rgb(89, 34, 228)"
edx [ebp+arg_4],"rgb(89, 33, 229)"
test al,"rgb(89, 32, 230)"
[ecx] edx,"rgb(88, 40, 223)"
ecx [eax+ecx],"rgb(88, 39, 224)"
cmp [ebp+var_10],"rgb(88, 38, 225)"
push 5,"rgb(88, 37, 226)"
mov [ebp+arg_0],"rgb(88, 36, 227)"
push 0Ch,"rgb(88, 35, 228)"
shl edi,"rgb(88, 34, 229)"
ecx 2,"rgb(88, 33, 230)"
push 40h,"rgb(87, 40, 224)"
ecx offset,"rgb(87, 39, 225)"
call sub_402C5E,"rgb(87, 38, 226)"
edx 0,"rgb(87, 37, 227)"
cmp [ebp+var_18],"rgb(87, 36, 228)"
edi ebp,"rgb(87, 35, 229)"
mov cx,"rgb(87, 34, 230)"
ebp,"rgb(86, 40, 225)"
eax [eax],"rgb(86, 39, 226)"
ebx edx,"rgb(86, 38, 227)"
ptr [ebp-8],"rgb(86, 37, 228)"
push [ebp+var_10],"rgb(86, 36, 229)"
cmp byte,"rgb(86, 35, 230)"
ecx [ebp+arg_8],"rgb(85, 40, 226)"
push 20h,"rgb(85, 39, 227)"
retn 14h,"rgb(85, 38, 228)"
push 14h,"rgb(85, 37, 229)"
[ebp+var_1C] eax,"rgb(85, 36, 230)"
ptr [ebp+var_34],"rgb(84, 40, 227)"
eax [esi],"rgb(84, 39, 228)"
ptr [ebp+0Ch],"rgb(84, 38, 229)"
retf,"rgb(84, 37, 230)"
ecx 4,"rgb(83, 40, 228)"
lea ebp,"rgb(83, 39, 229)"
ecx [ebp+8],"rgb(83, 38, 230)"
eax [ebp+var_28],"rgb(82, 40, 229)"
ebx,"rgb(82, 39, 230)"
mov large,"rgb(81, 40, 230)"
edx [ecx],"rgb(92, 40, 218)"
ptr [edi],"rgb(92, 39, 219)"
push esp,"rgb(92, 38, 220)"
push 6,"rgb(92, 37, 221)"
push 33h,"rgb(92, 36, 222)"
eax [eax+eax*4],"rgb(92, 35, 223)"
push 16h,"rgb(92, 34, 224)"
push [ebp+arg_4],"rgb(92, 33, 225)"
call eax,"rgb(92, 32, 226)"
eax 8,"rgb(92, 31, 227)"
push 0Dh,"rgb(92, 30, 228)"
push 3Fh,"rgb(92, 29, 229)"
cmp [ebp+arg_0],"rgb(92, 28, 230)"
ptr [edx],"rgb(91, 40, 219)"
call edi,"rgb(91, 39, 220)"
or word,"rgb(91, 38, 221)"
sub byte,"rgb(91, 37, 222)"
edi,"rgb(91, 36, 223)"
neg eax,"rgb(91, 35, 224)"
mov ax,"rgb(91, 34, 225)"
push 1Eh,"rgb(91, 33, 226)"
eax 5,"rgb(91, 32, 227)"
retn 18h,"rgb(91, 31, 228)"
[ebp+var_4] 1,"rgb(91, 30, 229)"
push 18h,"rgb(91, 29, 230)"
ecx [ebp-4],"rgb(90, 40, 220)"
push 0Fh,"rgb(90, 39, 221)"
push [ebp+var_14],"rgb(90, 38, 222)"
push 0Bh,"rgb(90, 37, 223)"
push [ebp+var_1C],"rgb(90, 36, 224)"
eax [ebp+var_1C],"rgb(90, 35, 225)"
jmp dword,"rgb(90, 34, 226)"
ptr [ebp+var_10],"rgb(90, 33, 227)"
sar esi,"rgb(90, 32, 228)"
ebp esi,"rgb(90, 31, 229)"
xor byte,"rgb(90, 30, 230)"
ecx 8,"rgb(89, 40, 221)"
push [ebp+uExitCode],"rgb(89, 39, 222)"
movsd,"rgb(89, 38, 223)"
push 0Eh,"rgb(89, 37, 224)"
eax [ebp+var_20],"rgb(89, 36, 225)"
[ecx] eax,"rgb(89, 35, 226)"
push 7,"rgb(89, 34, 227)"
push 23h,"rgb(89, 33, 228)"
push 9,"rgb(89, 32, 229)"
push 12h,"rgb(89, 31, 230)"
push 1Fh,"rgb(88, 40, 222)"
cmp [ebp+var_20],"rgb(88, 39, 223)"
and word,"rgb(88, 38, 224)"
push 3Bh,"rgb(88, 37, 225)"
ebp edi,"rgb(88, 36, 226)"
push 15h,"rgb(88, 35, 227)"
push 3Ch,"rgb(88, 34, 228)"
push 30h,"rgb(88, 33, 229)"
push 13h,"rgb(88, 32, 230)"
push 11h,"rgb(87, 40, 223)"
fword ptr,"rgb(87, 39, 224)"
push 0FFFFFFFFh,"rgb(87, 38, 225)"
push 1Dh,"rgb(87, 37, 226)"
push 1Ah,"rgb(87, 36, 227)"
push 22h,"rgb(87, 35, 228)"
push 32h,"rgb(87, 34, 229)"
[ebp+var_1C] 0,"rgb(87, 33, 230)"
push 3Eh,"rgb(86, 40, 224)"
ptr [ebp-0Ch],"rgb(86, 39, 225)"
push 1Ch,"rgb(86, 38, 226)"
or dword,"rgb(86, 37, 227)"
mov [esi],"rgb(86, 36, 228)"
push 38h,"rgb(86, 35, 229)"
eax [eax+eax*2],"rgb(86, 34, 230)"
edx [ecx+18h],"rgb(85, 40, 225)"
mov [ebp-8],"rgb(85, 39, 226)"
mov dwFlags,"rgb(85, 38, 227)"
ptr [ebp+var_18],"rgb(85, 37, 228)"
push 36h,"rgb(85, 36, 229)"
push 2Ah,"rgb(85, 35, 230)"
push 31h,"rgb(84, 40, 226)"
push 2Bh,"rgb(84, 39, 227)"
push 39h,"rgb(84, 38, 228)"
ecx [ebp+var_24],"rgb(84, 37, 229)"
push 17h,"rgb(84, 36, 230)"
esi [ebp+arg_0],"rgb(83, 40, 227)"
push 24h,"rgb(83, 39, 228)"
push 34h,"rgb(83, 38, 229)"
al al,"rgb(83, 37, 230)"
push 2Eh,"rgb(82, 40, 228)"
push 2Dh,"rgb(82, 39, 229)"
mov [ebp+var_54],"rgb(82, 38, 230)"
push 1Bh,"rgb(81, 40, 229)"
edx [eax],"rgb(81, 39, 230)"
eax [ebp+var_24],"rgb(80, 40, 230)"
push 29h,"rgb(92, 40, 217)"
push 3Ah,"rgb(92, 39, 218)"
push 2Ch,"rgb(92, 38, 219)"
eax dwFlags,"rgb(92, 37, 220)"
push 50h,"rgb(92, 36, 221)"
push 35h,"rgb(92, 35, 222)"
push 21h,"rgb(92, 34, 223)"
das,"rgb(92, 33, 224)"
and ebp,"rgb(92, 32, 225)"
push 28h,"rgb(92, 31, 226)"
push 37h,"rgb(92, 30, 227)"
[ebp-4] eax,"rgb(92, 29, 228)"
mov [esp+14h+var_4],"rgb(92, 28, 229)"
esp 1Ch,"rgb(92, 27, 230)"
ecx 3,"rgb(91, 40, 218)"
[ebp+var_14] 0,"rgb(91, 39, 219)"
ecx [ebp-10h],"rgb(91, 38, 220)"
push 2Fh,"rgb(91, 37, 221)"
ptr [ebp-10h],"rgb(91, 36, 222)"
and al,"rgb(91, 35, 223)"
xor al,"rgb(91, 34, 224)"
mov hInstance,"rgb(91, 33, 225)"
edx [ebp+var_1C],"rgb(91, 32, 226)"
or ebp,"rgb(91, 31, 227)"
esi 1,"rgb(91, 30, 228)"
mov [ebp+var_48],"rgb(91, 29, 229)"
inc esp,"rgb(91, 28, 230)"
cmp [ebp+arg_4],"rgb(90, 40, 219)"
[ebp+var_10] 0,"rgb(90, 39, 220)"
mov [ebp+var_4C],"rgb(90, 38, 221)"
push [ebp+var_18],"rgb(90, 37, 222)"
push 26h,"rgb(90, 36, 223)"
esp,"rgb(90, 35, 224)"
push 19h,"rgb(90, 34, 225)"
push 3Dh,"rgb(90, 33, 226)"
ecx [ebp+var_3C],"rgb(90, 32, 227)"
push 27h,"rgb(90, 31, 228)"
eax [ebp+var_2C],"rgb(90, 30, 229)"
edx dword_415964,"rgb(90, 29, 230)"
nop,"rgb(89, 40, 220)"
mov [ebp+arg_4],"rgb(89, 39, 221)"
eax [ebp+var_44],"rgb(89, 38, 222)"
ebp offset,"rgb(89, 37, 223)"
push 25h,"rgb(89, 36, 224)"
ebx ebp,"rgb(89, 35, 225)"
[ebp-4] ecx,"rgb(89, 34, 226)"
sub al,"rgb(89, 33, 227)"
eax 20h,"rgb(89, 32, 228)"
ebp ebx,"rgb(89, 31, 229)"
eax 0Dh,"rgb(89, 30, 230)"
edx 4,"rgb(88, 40, 221)"
esp 20h,"rgb(88, 39, 222)"
eax 0Bh,"rgb(88, 38, 223)"
eax [ebp+0Ch],"rgb(88, 37, 224)"
[ecx] al,"rgb(88, 36, 225)"
call sub_401772,"rgb(88, 35, 226)"
in al,"rgb(88, 34, 227)"
push [ebp+var_7C],"rgb(88, 33, 228)"
[ebp+var_C] 0,"rgb(88, 32, 229)"
shr eax,"rgb(88, 31, 230)"
esi 4,"rgb(87, 40, 222)"
ecx [ebp+var_40],"rgb(87, 39, 223)"
eax 10h,"rgb(87, 38, 224)"
call ebx,"rgb(87, 37, 225)"
bl al,"rgb(87, 36, 226)"
pushf,"rgb(87, 35, 227)"
jns short,"rgb(87, 34, 228)"
ptr [ebp-1Ch],"rgb(87, 33, 229)"
edx ebp,"rgb(87, 32, 230)"
[ebp-4] 0,"rgb(86, 40, 223)"
ptr [esp+14h+var_4],"rgb(86, 39, 224)"
al bl,"rgb(86, 38, 225)"
eax [ecx],"rgb(86, 37, 226)"
aaa,"rgb(86, 36, 227)"
[eax] ecx,"rgb(86, 35, 228)"
ebp ecx,"rgb(86, 34, 229)"
[ebp+var_C] 1,"rgb(86, 33, 230)"
eax 9,"rgb(85, 40, 224)"
mov [ebp+var_50],"rgb(85, 39, 225)"
ptr [ebp+var_14],"rgb(85, 38, 226)"
inc dword,"rgb(85, 37, 227)"
aas,"rgb(85, 36, 228)"
push 6Ah,"rgb(85, 35, 229)"
mov [esp+18h+var_4],"rgb(85, 34, 230)"
mov [esp+18h+var_8],"rgb(84, 40, 225)"
ptr [ebp-18h],"rgb(84, 39, 226)"
movsx eax,"rgb(84, 38, 227)"
push [ebp+arg_8],"rgb(84, 37, 228)"
ptr [ebp-98h],"rgb(84, 36, 229)"
ecx 0Ch,"rgb(84, 35, 230)"
daa,"rgb(83, 40, 226)"
shr ecx,"rgb(83, 39, 227)"
[ebp+var_8] al,"rgb(83, 38, 228)"
cmp ax,"rgb(83, 37, 229)"
ecx [ecx],"rgb(83, 36, 230)"
jz near,"rgb(82, 40, 227)"
shl ebx,"rgb(82, 39, 228)"
ecx 20h,"rgb(82, 38, 229)"
eax 6,"rgb(82, 37, 230)"
ecx [ebp+var_30],"rgb(81, 40, 228)"
eax [esp+4],"rgb(81, 39, 229)"
edx 2,"rgb(81, 38, 230)"
ptr [ebp+10h],"rgb(80, 40, 229)"
ptr [esi+4],"rgb(80, 39, 230)"
edx dword_41583C,"rgb(79, 40, 230)"
mov [ebp+var_84],"rgb(92, 40, 216)"
eax [esp+8],"rgb(92, 39, 217)"
push 56h,"rgb(92, 38, 218)"
mov [ebp+var_E],"rgb(92, 37, 219)"
push 64h,"rgb(92, 36, 220)"
qword ptr,"rgb(92, 35, 221)"
or al,"rgb(92, 34, 222)"
cmp [ebp+var_34],"rgb(92, 33, 223)"
mov [edi],"rgb(92, 32, 224)"
stc,"rgb(92, 31, 225)"
push 7Fh,"rgb(92, 30, 226)"
eax 18h,"rgb(92, 29, 227)"
[eax] cl,"rgb(92, 28, 228)"
ecx [ebp+0Ch],"rgb(92, 27, 229)"
[ebp+var_8] 1,"rgb(92, 26, 230)"
sbb al,"rgb(91, 40, 217)"
ecx [ebp+var_28],"rgb(91, 39, 218)"
mov [edx],"rgb(91, 38, 219)"
edx [ebp+8],"rgb(91, 37, 220)"
insd,"rgb(91, 36, 221)"
push 63h,"rgb(91, 35, 222)"
eax dword_415854,"rgb(91, 34, 223)"
imul ebp,"rgb(91, 33, 224)"
ptr [ebx],"rgb(91, 32, 225)"
fs:0 ecx,"rgb(91, 31, 226)"
ecx 5,"rgb(91, 30, 227)"
edi [ebp+arg_0],"rgb(91, 29, 228)"
eax 14h,"rgb(91, 28, 229)"
ptr [ebp-14h],"rgb(91, 27, 230)"
mov [ebp+var_6],"rgb(90, 40, 218)"
push [ebp+var_20],"rgb(90, 39, 219)"
and [ebp+var_4],"rgb(90, 38, 220)"
push 76h,"rgb(90, 37, 221)"
mov [ebp+var_9],"rgb(90, 36, 222)"
ecx [eax+eax*2],"rgb(90, 35, 223)"
push 4Ah,"rgb(90, 34, 224)"
eax 0Ah,"rgb(90, 33, 225)"
mov [ebp-10h],"rgb(90, 32, 226)"
ecx dwFlags,"rgb(90, 31, 227)"
cld,"rgb(90, 30, 228)"
eax [ebp-8],"rgb(90, 29, 229)"
push 68h,"rgb(90, 28, 230)"
ptr [ebp+var_30],"rgb(89, 40, 219)"
eax 15h,"rgb(89, 39, 220)"
push 57h,"rgb(89, 38, 221)"
eax 0Ch,"rgb(89, 37, 222)"
[eax] 0,"rgb(89, 36, 223)"
esi 2,"rgb(89, 35, 224)"
mov [ebp+var_5],"rgb(89, 34, 225)"
[eax] edx,"rgb(89, 33, 226)"
cmp [ebp+arg_8],"rgb(89, 32, 227)"
esi 3,"rgb(89, 31, 228)"
eax 0Fh,"rgb(89, 30, 229)"
push 4Dh,"rgb(89, 29, 230)"
push [ebp+var_30],"rgb(88, 40, 220)"
edx [ebp+var_3C],"rgb(88, 39, 221)"
push 47h,"rgb(88, 38, 222)"
esi [ebp+arg_4],"rgb(88, 37, 223)"
stosd,"rgb(88, 36, 224)"
sar edi,"rgb(88, 35, 225)"
eax 1Eh,"rgb(88, 34, 226)"
push 42h,"rgb(88, 33, 227)"
push 66h,"rgb(88, 32, 228)"
push 5Ch,"rgb(88, 31, 229)"
xlat,"rgb(88, 30, 230)"
js short,"rgb(87, 40, 221)"
[ebp+var_20] eax,"rgb(87, 39, 222)"
ecx [ebp+var_20],"rgb(87, 38, 223)"
jno short,"rgb(87, 37, 224)"
