Term,RGB
call ds:IsWindow[ecx*4],"rgb(38, 252, 48)"
call ds:GetACP[ecx*4],"rgb(38, 251, 49)"
call ds:GetConsoleCP[ecx*4],"rgb(37, 255, 46)"
call ds:GetLastError[ecx*4],"rgb(37, 254, 47)"
call ds:GetModuleHandleA[ecx*4],"rgb(37, 253, 48)"
call ds:CloseHandle[ecx*4],"rgb(37, 252, 49)"
call ds:GetDC[ecx*4],"rgb(36, 255, 47)"
call ds:TlsGetValue[ecx*4],"rgb(36, 254, 48)"
offset dword_635014,"rgb(36, 253, 49)"
0FF006380h 0D7h,"rgb(35, 255, 48)"
offset GetFocus,"rgb(35, 254, 49)"
call ds:LocalUnlock[ecx*4],"rgb(34, 255, 49)"
call ds:IsDebuggerPresent[ecx*4],"rgb(39, 255, 43)"
call DeleteAtom,"rgb(39, 254, 44)"
offset FindAtomA,"rgb(39, 253, 45)"
call sub_635000,"rgb(39, 252, 46)"
push ds:Sleep,"rgb(39, 251, 47)"
call ds:LocalLock[ecx*4],"rgb(39, 250, 48)"
call sub_6356EC,"rgb(39, 249, 49)"
call ds:CreateFileMappingA[ecx*4],"rgb(38, 255, 44)"
call ds:GetIconInfo[ecx*4],"rgb(38, 254, 45)"
call ds:DefWindowProcA[ecx*4],"rgb(38, 253, 46)"
call ds:DispatchMessageA[ecx*4],"rgb(38, 252, 47)"
call ds:GetMessageA[ecx*4],"rgb(38, 251, 48)"
edi 6ACh,"rgb(38, 250, 49)"
call ds:CreateDialogParamA[ecx*4],"rgb(37, 255, 45)"
call ds:FreeEnvironmentStringsA[ecx*4],"rgb(37, 254, 46)"
call ds:CreateFileA[ecx*4],"rgb(37, 253, 47)"
call ds:GetDlgItem[ecx*4],"rgb(37, 252, 48)"
call ds:HeapCreate[ecx*4],"rgb(37, 251, 49)"
ebx 6ACh,"rgb(36, 255, 46)"
ptr [eax+7A239A86h],"rgb(36, 254, 47)"
ptr [ecx+7A239A86h],"rgb(36, 253, 48)"
ptr [edx+7A239A86h],"rgb(36, 252, 49)"
call sub_42F543,"rgb(35, 255, 47)"
esi 6ACh,"rgb(35, 254, 48)"
call ds:GetStdHandle[ecx*4],"rgb(35, 253, 49)"
call ds:ASN1BERDecCheck[ecx*4],"rgb(34, 255, 48)"
ptr [edi+7A239A86h],"rgb(34, 254, 49)"
call ds:ASN1BERDecEoid[ecx*4],"rgb(33, 255, 49)"
call ds:WaitForSingleObject[ecx*4],"rgb(39, 255, 42)"
call ds:ASN1BEREncLength[ecx*4],"rgb(39, 254, 43)"
dword_635000 dd,"rgb(39, 253, 44)"
push 6B0h,"rgb(39, 252, 45)"
offset dword_637028,"rgb(39, 251, 46)"
call ds:ASN1BEREncFlush[ecx*4],"rgb(39, 250, 47)"
offset unk_638038,"rgb(39, 249, 48)"
ptr [ebx+7A239A86h],"rgb(39, 248, 49)"
call loc_6356F8,"rgb(38, 255, 43)"
call sub_6376F4,"rgb(38, 254, 44)"
ptr ds:byte_638088[ecx*4],"rgb(38, 253, 45)"
ptr ds:byte_6380A0[ecx*4],"rgb(38, 252, 46)"
call ds:PostMessageA[ecx*4],"rgb(38, 251, 47)"
call ds:ScrollWindow[ecx*4],"rgb(38, 250, 48)"
ptr [esi+7A239A86h],"rgb(38, 249, 49)"
call sub_636000,"rgb(37, 255, 44)"
jmp [esp-10h+arg_8],"rgb(37, 254, 45)"
push ds:GetVersion,"rgb(37, 253, 46)"
call ds:ASN1BERDecBool[ecx*4],"rgb(37, 252, 47)"
edx 40001h,"rgb(37, 251, 48)"
call sub_42DE84,"rgb(37, 250, 49)"
ecx 40001h,"rgb(36, 255, 45)"
call ds:CascadeWindows[ecx*4],"rgb(36, 254, 46)"
offset unk_63817C,"rgb(36, 253, 47)"
call ds:CallWindowProcA[ecx*4],"rgb(36, 252, 48)"
offset unk_63815C,"rgb(36, 251, 49)"
call sub_42DCDF,"rgb(35, 255, 46)"
ptr [ebx+178h],"rgb(35, 254, 47)"
ptr [edx+184h],"rgb(35, 253, 48)"
call sub_430F96,"rgb(35, 252, 49)"
call sub_43301D,"rgb(34, 255, 47)"
eax ds:57D100h[eax*2],"rgb(34, 254, 48)"
ptr [ebx+1C0h],"rgb(34, 253, 49)"
push ds:LoadLibraryExW,"rgb(33, 255, 48)"
call ds:FindAtomA[ecx*4],"rgb(33, 254, 49)"
ptr [edx+190h],"rgb(32, 255, 49)"
offset unk_638164,"rgb(39, 255, 41)"
eax [eax+638040h],"rgb(39, 254, 42)"
ptr [edi+1ACh],"rgb(39, 253, 43)"
offset unk_63807C,"rgb(39, 252, 44)"
offset unk_6381FC,"rgb(39, 251, 45)"
ptr [ebx+1ECh],"rgb(39, 250, 46)"
dd 9C15FF5Fh,"rgb(39, 249, 47)"
offset unk_63813C,"rgb(39, 248, 48)"
offset unk_63814C,"rgb(39, 247, 49)"
ptr [edx+174h],"rgb(38, 255, 42)"
ptr [edi+1C0h],"rgb(38, 254, 43)"
call ds:GetCalendarInfoA[ecx*4],"rgb(38, 253, 44)"
offset unk_6381DC,"rgb(38, 252, 45)"
call ds:GetConsoleAliasA[ecx*4],"rgb(38, 251, 46)"
offset unk_638194,"rgb(38, 250, 47)"
call sub_6366F4,"rgb(38, 249, 48)"
ptr [edx+1D0h],"rgb(38, 248, 49)"
ptr [ecx+18Ch],"rgb(37, 255, 43)"
ebx 6B4h,"rgb(37, 254, 44)"
offset unk_6380CC,"rgb(37, 253, 45)"
ptr [ecx+1D0h],"rgb(37, 252, 46)"
offset unk_6380EC,"rgb(37, 251, 47)"
ptr [edx+1FCh],"rgb(37, 250, 48)"
ptr [edi+184h],"rgb(37, 249, 49)"
call sub_430EAA,"rgb(36, 255, 44)"
dd 0A015FF5Fh,"rgb(36, 254, 45)"
ptr [ebx+1C8h],"rgb(36, 253, 46)"
offset unk_6381AC,"rgb(36, 252, 47)"
offset unk_638160,"rgb(36, 251, 48)"
offset unk_6381E0,"rgb(36, 250, 49)"
ptr [edx+1B0h],"rgb(35, 255, 45)"
ptr [edx+18Ch],"rgb(35, 254, 46)"
offset unk_638128,"rgb(35, 253, 47)"
offset unk_6381E4,"rgb(35, 252, 48)"
dd 9815FF5Fh,"rgb(35, 251, 49)"
ptr [ecx+1D8h],"rgb(34, 255, 46)"
sub [esp+60h+var_60],"rgb(34, 254, 47)"
ptr [edi+1ECh],"rgb(34, 253, 48)"
ptr [edx+1ECh],"rgb(34, 252, 49)"
ptr [ecx+1E0h],"rgb(33, 255, 47)"
offset unk_6381C4,"rgb(33, 254, 48)"
offset unk_638084,"rgb(33, 253, 49)"
ecx 639037h,"rgb(32, 255, 48)"
offset unk_638134,"rgb(32, 254, 49)"
call sub_4330D2,"rgb(31, 255, 49)"
offset unk_6381D0,"rgb(39, 255, 40)"
ptr [edx+1DCh],"rgb(39, 254, 41)"
sub [esp+64h+var_64],"rgb(39, 253, 42)"
offset unk_6381A4,"rgb(39, 252, 43)"
eax ds:lstrlenW,"rgb(39, 251, 44)"
sub [esp+50h+var_50],"rgb(39, 250, 45)"
offset unk_6381CC,"rgb(39, 249, 46)"
offset unk_63809C,"rgb(39, 248, 47)"
dd 8815FF5Fh,"rgb(39, 247, 48)"
offset unk_6380DC,"rgb(39, 246, 49)"
sub [esp+40h+var_40],"rgb(38, 255, 41)"
offset unk_6380D8,"rgb(38, 254, 42)"
call sub_431047,"rgb(38, 253, 43)"
offset unk_638150,"rgb(38, 252, 44)"
call ds:CreateEventA[ecx*4],"rgb(38, 251, 45)"
offset unk_638190,"rgb(38, 250, 46)"
dd 8C15FF5Fh,"rgb(38, 249, 47)"
ptr [ebx+1C4h],"rgb(38, 248, 48)"
offset unk_638180,"rgb(38, 247, 49)"
call ds:IsBadReadPtr[ecx*4],"rgb(37, 255, 42)"
eax 639030h,"rgb(37, 254, 43)"
offset unk_6381F4,"rgb(37, 253, 44)"
dd 9015FF5Fh,"rgb(37, 252, 45)"
dd 9415FF5Fh,"rgb(37, 251, 46)"
sub [esp+3Ch+var_3C],"rgb(37, 250, 47)"
ptr [ecx+1D4h],"rgb(37, 249, 48)"
sub [esp+38h+var_38],"rgb(37, 248, 49)"
ptr [edi+1E8h],"rgb(36, 255, 43)"
ptr [edx+19Ch],"rgb(36, 254, 44)"
offset unk_6380A8,"rgb(36, 253, 45)"
offset unk_638168,"rgb(36, 252, 46)"
offset unk_63808C,"rgb(36, 251, 47)"
sub [esp+68h+var_68],"rgb(36, 250, 48)"
offset unk_638080,"rgb(36, 249, 49)"
offset unk_6381B4,"rgb(35, 255, 44)"
offset unk_638154,"rgb(35, 254, 45)"
offset unk_6380D4,"rgb(35, 253, 46)"
call sub_6356F8,"rgb(35, 252, 47)"
offset unk_638088,"rgb(35, 251, 48)"
offset unk_6381D8,"rgb(35, 250, 49)"
ptr [ecx+1B0h],"rgb(34, 255, 45)"
ptr [ebx+124h],"rgb(34, 254, 46)"
offset unk_6380A0,"rgb(34, 253, 47)"
9C15FF5Fh 0FF006370h,"rgb(34, 252, 48)"
sub [esp+34h+var_34],"rgb(34, 251, 49)"
offset unk_638188,"rgb(33, 255, 46)"
ptr [edi+188h],"rgb(33, 254, 47)"
offset unk_638158,"rgb(33, 253, 48)"
ptr [ebx+1A4h],"rgb(33, 252, 49)"
offset unk_638144,"rgb(32, 255, 47)"
ptr [edi+1D8h],"rgb(32, 254, 48)"
0A015FF5Fh 0FF006370h,"rgb(32, 253, 49)"
offset unk_6381E8,"rgb(31, 255, 48)"
offset unk_6380F0,"rgb(31, 254, 49)"
ptr [ebx+1D8h],"rgb(30, 255, 49)"
offset unk_638148,"rgb(39, 255, 39)"
sub [esp+54h+var_54],"rgb(39, 254, 40)"
offset unk_638014,"rgb(39, 253, 41)"
sub [esp+48h+var_48],"rgb(39, 252, 42)"
offset unk_638018,"rgb(39, 251, 43)"
offset unk_63818C,"rgb(39, 250, 44)"
call sub_436BF9,"rgb(39, 249, 45)"
offset unk_6381C8,"rgb(39, 248, 46)"
offset unk_638178,"rgb(39, 247, 47)"
offset unk_6380C0,"rgb(39, 246, 48)"
offset unk_6380E0,"rgb(39, 245, 49)"
offset unk_6381F0,"rgb(38, 255, 40)"
offset unk_6380BC,"rgb(38, 254, 41)"
offset unk_638120,"rgb(38, 253, 42)"
9815FF5Fh 0FF006370h,"rgb(38, 252, 43)"
ptr [edi+1D4h],"rgb(38, 251, 44)"
offset unk_638198,"rgb(38, 250, 45)"
offset unk_638094,"rgb(38, 249, 46)"
offset unk_6381EC,"rgb(38, 248, 47)"
offset unk_6381BC,"rgb(38, 247, 48)"
offset unk_6380E8,"rgb(38, 246, 49)"
offset unk_638004,"rgb(37, 255, 41)"
offset unk_638098,"rgb(37, 254, 42)"
offset unk_638030,"rgb(37, 253, 43)"
offset unk_6381C0,"rgb(37, 252, 44)"
offset unk_638170,"rgb(37, 251, 45)"
sub [esp+58h+var_58],"rgb(37, 250, 46)"
jmp ds:SetFocus[eax],"rgb(37, 249, 47)"
dd 5815FF5Fh,"rgb(37, 248, 48)"
offset unk_638060,"rgb(37, 247, 49)"
offset unk_6381F8,"rgb(36, 255, 42)"
offset unk_638184,"rgb(36, 254, 43)"
ptr [edi+1CCh],"rgb(36, 253, 44)"
ptr [ecx+188h],"rgb(36, 252, 45)"
offset unk_638124,"rgb(36, 251, 46)"
offset unk_6380B0,"rgb(36, 250, 47)"
call ds:EmptyClipboard[ecx*4],"rgb(36, 249, 48)"
dd 6015FF5Fh,"rgb(36, 248, 49)"
offset unk_6381A0,"rgb(35, 255, 43)"
ptr [edx+194h],"rgb(35, 254, 44)"
call sub_436F1F,"rgb(35, 253, 45)"
8815FF5Fh 0FF006370h,"rgb(35, 252, 46)"
9415FF5Fh 0FF006370h,"rgb(35, 251, 47)"
offset unk_638174,"rgb(35, 250, 48)"
ptr [edi+19Ch],"rgb(35, 249, 49)"
8C15FF5Fh 0FF006370h,"rgb(34, 255, 44)"
[esp+60h+var_60] 2,"rgb(34, 254, 45)"
offset unk_6380B4,"rgb(34, 253, 46)"
9015FF5Fh 0FF006370h,"rgb(34, 252, 47)"
sub [esp+44h+var_44],"rgb(34, 251, 48)"
offset unk_63801C,"rgb(34, 250, 49)"
call sub_436B3A,"rgb(33, 255, 45)"
call sub_43057A,"rgb(33, 254, 46)"
offset unk_638010,"rgb(33, 253, 47)"
call LoadLibraryExW,"rgb(33, 252, 48)"
offset unk_6380A4,"rgb(33, 251, 49)"
offset unk_6380F4,"rgb(32, 255, 46)"
[esp+40h+var_40] 2,"rgb(32, 254, 47)"
offset unk_63816C,"rgb(32, 253, 48)"
[esp+64h+var_64] 2,"rgb(32, 252, 49)"
offset unk_6380D0,"rgb(31, 255, 47)"
[esp+68h+var_68] 2,"rgb(31, 254, 48)"
offset unk_63804C,"rgb(31, 253, 49)"
offset unk_63819C,"rgb(30, 255, 48)"
offset unk_63812C,"rgb(30, 254, 49)"
5815FF5Fh 0FF006370h,"rgb(29, 255, 49)"
call sub_42CFF2,"rgb(39, 255, 38)"
[esp-4+arg_0] 2,"rgb(39, 254, 39)"
offset unk_6380FC,"rgb(39, 253, 40)"
call sub_43034C,"rgb(39, 252, 41)"
dd 7815FF5Fh,"rgb(39, 251, 42)"
[esp+3Ch+var_3C] 2,"rgb(39, 250, 43)"
dd 6815FF5Fh,"rgb(39, 249, 44)"
offset unk_6380C4,"rgb(39, 248, 45)"
offset unk_638070,"rgb(39, 247, 46)"
offset unk_638054,"rgb(39, 246, 47)"
6015FF5Fh 0FF006370h,"rgb(39, 245, 48)"
jmp ds:GlobalFree[eax],"rgb(39, 244, 49)"
call sub_430848,"rgb(38, 255, 39)"
offset unk_63806C,"rgb(38, 254, 40)"
offset unk_638118,"rgb(38, 253, 41)"
jmp ds:DeleteAtom[eax],"rgb(38, 252, 42)"
[esp+38h+var_38] 2,"rgb(38, 251, 43)"
jmp ds:IsWindow[eax],"rgb(38, 250, 44)"
sub [esp+6Ch+var_6C],"rgb(38, 249, 45)"
dd 7415FF5Fh,"rgb(38, 248, 46)"
offset unk_638064,"rgb(38, 247, 47)"
dd 5C15FF5Fh,"rgb(38, 246, 48)"
dd 6C15FF5Fh,"rgb(38, 245, 49)"
jmp ds:GetStdHandle[eax],"rgb(37, 255, 40)"
dd 8415FF5Fh,"rgb(37, 254, 41)"
offset unk_638068,"rgb(37, 253, 42)"
sub [esp+30h+var_30],"rgb(37, 252, 43)"
jmp ds:lstrlenW[eax],"rgb(37, 251, 44)"
offset unk_638028,"rgb(37, 250, 45)"
al [eax+ecx+28h],"rgb(37, 249, 46)"
dd 7015FF5Fh,"rgb(37, 248, 47)"
dd 8015FF5Fh,"rgb(37, 247, 48)"
ecx 639035h,"rgb(37, 246, 49)"
call sub_4393DC,"rgb(36, 255, 41)"
[esp+48h+var_48] 2,"rgb(36, 254, 42)"
dd 7C15FF5Fh,"rgb(36, 253, 43)"
dd 6415FF5Fh,"rgb(36, 252, 44)"
offset unk_6380F8,"rgb(36, 251, 45)"
offset unk_6380B8,"rgb(36, 250, 46)"
[esp+50h+var_50] 2,"rgb(36, 249, 47)"
offset unk_638034,"rgb(36, 248, 48)"
jmp [esp-14h+arg_C],"rgb(36, 247, 49)"
call ds:SetupComm,"rgb(35, 255, 42)"
offset unk_63802C,"rgb(35, 254, 43)"
[esp+54h+var_54] 2,"rgb(35, 253, 44)"
call sub_42FF24,"rgb(35, 252, 45)"
dd 5415FF5Fh,"rgb(35, 251, 46)"
call loc_6359D8,"rgb(35, 250, 47)"
6815FF5Fh 0FF006370h,"rgb(35, 249, 48)"
7815FF5Fh 0FF006370h,"rgb(35, 248, 49)"
[esp+34h+var_34] 2,"rgb(34, 255, 43)"
jmp ds:GlobalUnlock[eax],"rgb(34, 254, 44)"
jmp ds:ReleaseMutex[eax],"rgb(34, 253, 45)"
offset dword_636028,"rgb(34, 252, 46)"
offset unk_638050,"rgb(34, 251, 47)"
call sub_637700,"rgb(34, 250, 48)"
7415FF5Fh 0FF006370h,"rgb(34, 249, 49)"
offset unk_638020,"rgb(33, 255, 44)"
eax 638030h,"rgb(33, 254, 45)"
[esp+4Ch+var_4C] 2,"rgb(33, 253, 46)"
call sub_430179,"rgb(33, 252, 47)"
call ds:DrawTextA[ecx*4],"rgb(33, 251, 48)"
call sub_42CB32,"rgb(33, 250, 49)"
[esp+6Ch+var_6C] 2,"rgb(32, 255, 45)"
[esp+58h+var_58] 2,"rgb(32, 254, 46)"
call sub_635834,"rgb(32, 253, 47)"
call ds:DrawEdge[ecx*4],"rgb(32, 252, 48)"
8415FF5Fh 0FF006370h,"rgb(32, 251, 49)"
call sub_635004,"rgb(31, 255, 46)"
jmp ds:GetDC[eax],"rgb(31, 254, 47)"
offset unk_638058,"rgb(31, 253, 48)"
ecx 639038h,"rgb(31, 252, 49)"
jmp ds:GetCurrentThreadId[eax],"rgb(30, 255, 47)"
[esp+44h+var_44] 2,"rgb(30, 254, 48)"
6415FF5Fh 0FF006370h,"rgb(30, 253, 49)"
6C15FF5Fh 0FF006370h,"rgb(29, 255, 48)"
offset unk_638110,"rgb(29, 254, 49)"
offset unk_638114,"rgb(28, 255, 49)"
7015FF5Fh 0FF006370h,"rgb(39, 255, 37)"
5C15FF5Fh 0FF006370h,"rgb(39, 254, 38)"
call sub_636010,"rgb(39, 253, 39)"
call sub_4335FC,"rgb(39, 252, 40)"
8015FF5Fh 0FF006370h,"rgb(39, 251, 41)"
jmp ds:GetProcessHeap[eax],"rgb(39, 250, 42)"
7C15FF5Fh 0FF006370h,"rgb(39, 249, 43)"
call sub_635A7C,"rgb(39, 248, 44)"
5415FF5Fh 0FF006370h,"rgb(39, 247, 45)"
call sub_6359C4,"rgb(39, 246, 46)"
call sub_42D178,"rgb(39, 245, 47)"
call sub_439BA3,"rgb(39, 244, 48)"
offset unk_63803C,"rgb(39, 243, 49)"
offset unk_63810C,"rgb(38, 255, 38)"
call sub_636124,"rgb(38, 254, 39)"
call sub_637000,"rgb(38, 253, 40)"
sub [esp+70h+var_70],"rgb(38, 252, 41)"
call sub_4302D1,"rgb(38, 251, 42)"
call ds:EndMenu[ecx*4],"rgb(38, 250, 43)"
call loc_63573C,"rgb(38, 249, 44)"
call sub_63599C,"rgb(38, 248, 45)"
call sub_63587C,"rgb(38, 247, 46)"
call ds:GlobalLock[ecx*4],"rgb(38, 246, 47)"
call loc_635910,"rgb(38, 245, 48)"
call sub_635934,"rgb(38, 244, 49)"
call ds:GetFullPathNameA[ecx*4],"rgb(37, 255, 39)"
call sub_636198,"rgb(37, 254, 40)"
offset unk_638048,"rgb(37, 253, 41)"
call sub_635B40,"rgb(37, 252, 42)"
call loc_635EC8,"rgb(37, 251, 43)"
call sub_6358E8,"rgb(37, 250, 44)"
call sub_635704,"rgb(37, 249, 45)"
[esp+70h+var_70] 2,"rgb(37, 248, 46)"
call sub_636158,"rgb(37, 247, 47)"
offset dword_63503C,"rgb(37, 246, 48)"
eax ds:579100h[eax*2],"rgb(37, 245, 49)"
call sub_635838,"rgb(36, 255, 40)"
call sub_635894,"rgb(36, 254, 41)"
call loc_63628C,"rgb(36, 253, 42)"
call sub_635990,"rgb(36, 252, 43)"
call sub_6359EC,"rgb(36, 251, 44)"
call sub_635A04,"rgb(36, 250, 45)"
call sub_635870,"rgb(36, 249, 46)"
call sub_6358CC,"rgb(36, 248, 47)"
call sub_63770C,"rgb(36, 247, 48)"
call sub_635A28,"rgb(36, 246, 49)"
call sub_635798,"rgb(35, 255, 41)"
call ds:ASN1BERDecNull[ecx*4],"rgb(35, 254, 42)"
call sub_635740,"rgb(35, 253, 43)"
call sub_635B1C,"rgb(35, 252, 44)"
call sub_635748,"rgb(35, 251, 45)"
call sub_635860,"rgb(35, 250, 46)"
call sub_6361C0,"rgb(35, 249, 47)"
call sub_635878,"rgb(35, 248, 48)"
call sub_636098,"rgb(35, 247, 49)"
call sub_6359E4,"rgb(34, 255, 42)"
call sub_636854,"rgb(34, 254, 43)"
call sub_42FE0F,"rgb(34, 253, 44)"
call sub_635A50,"rgb(34, 252, 45)"
call sub_6362E4,"rgb(34, 251, 46)"
call sub_6358DC,"rgb(34, 250, 47)"
call sub_6360D8,"rgb(34, 249, 48)"
offset aMsrle32Dll,"rgb(34, 248, 49)"
call sub_635944,"rgb(33, 255, 43)"
call loc_635704,"rgb(33, 254, 44)"
call sub_6361DC,"rgb(33, 253, 45)"
call sub_6357D8,"rgb(33, 252, 46)"
call loc_636320,"rgb(33, 251, 47)"
call sub_635864,"rgb(33, 250, 48)"
call sub_635738,"rgb(33, 249, 49)"
call sub_401004,"rgb(32, 255, 44)"
call sub_635C74,"rgb(32, 254, 45)"
call sub_636050,"rgb(32, 253, 46)"
call sub_439514,"rgb(32, 252, 47)"
call sub_635948,"rgb(32, 251, 48)"
67h 0A8h,"rgb(32, 250, 49)"
0A8h 0FEh,"rgb(31, 255, 45)"
ptr [ecx-3DDC6BA6h],"rgb(31, 254, 46)"
call sub_635AE0,"rgb(31, 253, 47)"
call sub_635C44,"rgb(31, 252, 48)"
call sub_6358A4,"rgb(31, 251, 49)"
call sub_6358E4,"rgb(30, 255, 46)"
call ds:lstrlen,"rgb(30, 254, 47)"
call sub_637708,"rgb(30, 253, 48)"
call sub_6359C8,"rgb(30, 252, 49)"
call sub_635F24,"rgb(29, 255, 47)"
call sub_63592C,"rgb(29, 254, 48)"
call sub_6361AC,"rgb(29, 253, 49)"
call sub_635044,"rgb(28, 255, 48)"
offset unk_638044,"rgb(28, 254, 49)"
call sub_635A44,"rgb(27, 255, 49)"
call loc_63602C,"rgb(39, 255, 36)"
call sub_6359E0,"rgb(39, 254, 37)"
call sub_635958,"rgb(39, 253, 38)"
call sub_636174,"rgb(39, 252, 39)"
eax ds:638200h[eax*2],"rgb(39, 251, 40)"
call sub_635E28,"rgb(39, 250, 41)"
call loc_63600C,"rgb(39, 249, 42)"
call sub_635784,"rgb(39, 248, 43)"
call loc_635820,"rgb(39, 247, 44)"
call sub_437017,"rgb(39, 246, 45)"
al [eax+ecx+29h],"rgb(39, 245, 46)"
call loc_635FF0,"rgb(39, 244, 47)"
call sub_439658,"rgb(39, 243, 48)"
call sub_6358D0,"rgb(39, 242, 49)"
eax ds:lstrlen,"rgb(38, 255, 37)"
call sub_439404,"rgb(38, 254, 38)"
call sub_63595C,"rgb(38, 253, 39)"
call sub_6358D8,"rgb(38, 252, 40)"
offset unk_638108,"rgb(38, 251, 41)"
call sub_63580C,"rgb(38, 250, 42)"
call sub_635AA8,"rgb(38, 249, 43)"
call sub_635F90,"rgb(38, 248, 44)"
offset aMsshaDll,"rgb(38, 247, 45)"
call sub_6358B8,"rgb(38, 246, 46)"
call sub_635C70,"rgb(38, 245, 47)"
call loc_635FF4,"rgb(38, 244, 48)"
call sub_635744,"rgb(38, 243, 49)"
call loc_635E78,"rgb(37, 255, 38)"
call sub_6357E0,"rgb(37, 254, 39)"
call sub_635A10,"rgb(37, 253, 40)"
call sub_635A4C,"rgb(37, 252, 41)"
call sub_635A8C,"rgb(37, 251, 42)"
call sub_635C30,"rgb(37, 250, 43)"
call sub_6358FC,"rgb(37, 249, 44)"
call sub_635E00,"rgb(37, 248, 45)"
call sub_63589C,"rgb(37, 247, 46)"
call sub_635928,"rgb(37, 246, 47)"
call loc_635F64,"rgb(37, 245, 48)"
call sub_63590C,"rgb(37, 244, 49)"
call sub_635CC0,"rgb(36, 255, 39)"
call sub_636188,"rgb(36, 254, 40)"
call sub_635AFC,"rgb(36, 253, 41)"
call sub_436B99,"rgb(36, 252, 42)"
call sub_635C3C,"rgb(36, 251, 43)"
call sub_6356F4,"rgb(36, 250, 44)"
call sub_635C1C,"rgb(36, 249, 45)"
call sub_635A1C,"rgb(36, 248, 46)"
call loc_635B68,"rgb(36, 247, 47)"
call sub_635C88,"rgb(36, 246, 48)"
call sub_635804,"rgb(36, 245, 49)"
call sub_6357C4,"rgb(35, 255, 40)"
call sub_635A9C,"rgb(35, 254, 41)"
call sub_635B14,"rgb(35, 253, 42)"
call sub_63584C,"rgb(35, 252, 43)"
call ds:GetMessageA[eax*2],"rgb(35, 251, 44)"
call ds:FreeEnvironmentStringsA[eax*2],"rgb(35, 250, 45)"
call ds:IsDebuggerPresent[eax*2],"rgb(35, 249, 46)"
call ds:CreateFileA[eax*2],"rgb(35, 248, 47)"
call ds:CloseHandle[eax*2],"rgb(35, 247, 48)"
call ds:CreateEventA[eax*2],"rgb(35, 246, 49)"
call ds:LocalUnlock[eax*2],"rgb(34, 255, 41)"
call ds:GetACP[eax*2],"rgb(34, 254, 42)"
call sub_6358F4,"rgb(34, 253, 43)"
call ds:GetFullPathNameA[eax*2],"rgb(34, 252, 44)"
call ds:GetModuleHandleA[eax*2],"rgb(34, 251, 45)"
call ds:CreateFileMappingA[eax*2],"rgb(34, 250, 46)"
call ds:GetThemeMetric[eax*2],"rgb(34, 249, 47)"
call ds:DrawThemeIcon[eax*2],"rgb(34, 248, 48)"
call ds:DispatchMessageA[eax*2],"rgb(34, 247, 49)"
call ds:CloseThemeData[eax*2],"rgb(33, 255, 42)"
0FDh 0FCh,"rgb(33, 254, 43)"
call sub_635C0C,"rgb(33, 253, 44)"
call sub_6361D0,"rgb(33, 252, 45)"
call ds:EnableTheming[eax*2],"rgb(33, 251, 46)"
call ds:FindClose[eax*2],"rgb(33, 250, 47)"
call sub_635A48,"rgb(33, 249, 48)"
call ds:GetThemeColor[eax*2],"rgb(33, 248, 49)"
