Term,RGB
dword_416020 ecx,"rgb(109, 148, 183)"
dword_416000 edx,"rgb(109, 147, 184)"
dword_416104 0,"rgb(109, 146, 185)"
mov dword_415854,"rgb(109, 145, 186)"
edx dword_4160FC,"rgb(109, 144, 187)"
edx dword_41600C,"rgb(109, 143, 188)"
dword_416008 eax,"rgb(109, 142, 189)"
dword_416014 ecx,"rgb(108, 149, 183)"
mov dword_415834,"rgb(108, 148, 184)"
edx TraceHandle,"rgb(108, 147, 185)"
mov dword_415830,"rgb(108, 146, 186)"
dword_41600C edx,"rgb(108, 145, 187)"
dword_416018 ecx,"rgb(108, 144, 188)"
mov dword_41583C,"rgb(108, 143, 189)"
mov dword_415858,"rgb(107, 149, 184)"
mov dword_415848,"rgb(107, 148, 185)"
mov dword_415244,"rgb(107, 147, 186)"
cmp dword_41611C,"rgb(107, 146, 187)"
dword_41611C 0,"rgb(107, 145, 188)"
mov dword_415840,"rgb(107, 144, 189)"
mov dword_415230,"rgb(106, 149, 185)"
mov dword_415860,"rgb(106, 148, 186)"
mov dword_415838,"rgb(106, 147, 187)"
mov dword_415844,"rgb(106, 146, 188)"
mov dword_41522C,"rgb(106, 145, 189)"
mov dword_41523C,"rgb(105, 149, 186)"
mov dword_415248,"rgb(105, 148, 187)"
mov dword_41584C,"rgb(105, 147, 188)"
mov dword_415238,"rgb(105, 146, 189)"
mov dword_415850,"rgb(104, 149, 187)"
[ebp+var_4] 7F997D2Ch,"rgb(104, 148, 188)"
[ebp+var_14] 7F997D2Ch,"rgb(104, 147, 189)"
mov dword_41585C,"rgb(103, 149, 188)"
ecx dword_415830,"rgb(103, 148, 189)"
mov dword_415240,"rgb(102, 149, 189)"
dup(76h) 61h,"rgb(109, 149, 181)"
call CertOpenStore,"rgb(109, 148, 182)"
eax dword_41584C,"rgb(109, 147, 183)"
mov dword_416100,"rgb(109, 146, 184)"
ecx dword_416100,"rgb(109, 145, 185)"
cmp dword_414A24,"rgb(109, 144, 186)"
mov dword_414A24,"rgb(109, 143, 187)"
dword_414A24 eax,"rgb(109, 142, 188)"
eax dword_415964,"rgb(109, 141, 189)"
dword_415944 0,"rgb(108, 149, 182)"
edx dword_415858,"rgb(108, 148, 183)"
ecx lpszStoreProvider,"rgb(108, 147, 184)"
ecx dword_41583C,"rgb(108, 146, 185)"
mov dword_415234,"rgb(108, 145, 186)"
mov dword_41524C,"rgb(108, 144, 187)"
ecx [ebp+var_4E],"rgb(108, 143, 188)"
[ebp+var_C] 7F997D2Ch,"rgb(108, 142, 189)"
dword_41611C edx,"rgb(107, 149, 183)"
edx dword_41611C,"rgb(107, 148, 184)"
eax dword_4160FC,"rgb(107, 147, 185)"
mov dword_41595C,"rgb(107, 146, 186)"
edx dword_415860,"rgb(107, 145, 187)"
ecx dword_415848,"rgb(107, 144, 188)"
ecx dword_415838,"rgb(107, 143, 189)"
ptr [ebp+var_D],"rgb(106, 149, 184)"
ecx dword_41523C,"rgb(106, 148, 185)"
eax Properties,"rgb(106, 147, 186)"
[ebp+var_11] 0FC309941h,"rgb(106, 146, 187)"
eax dword_415844,"rgb(106, 145, 188)"
edx dword_415834,"rgb(106, 144, 189)"
edx dword_41593C,"rgb(105, 149, 185)"
eax dword_41593C,"rgb(105, 148, 186)"
eax dword_415850,"rgb(105, 147, 187)"
ecx dword_415834,"rgb(105, 146, 188)"
ecx dword_41593C,"rgb(105, 145, 189)"
edx dword_415848,"rgb(104, 149, 186)"
ecx dword_415964,"rgb(104, 148, 187)"
edx dword_415840,"rgb(104, 147, 188)"
edx dword_415854,"rgb(104, 146, 189)"
ecx dword_415850,"rgb(103, 149, 187)"
dword_415944 2,"rgb(103, 148, 188)"
cmp dword_415AAC,"rgb(103, 147, 189)"
mov dword_415AAC,"rgb(102, 149, 188)"
dword_415AAC eax,"rgb(102, 148, 189)"
call StopTraceA,"rgb(101, 149, 189)"
ecx dword_415854,"rgb(109, 149, 180)"
dword_415854 ecx,"rgb(109, 148, 181)"
dword_415834 edx,"rgb(109, 147, 182)"
call FlushTraceA,"rgb(109, 146, 183)"
ecx dword_415860,"rgb(109, 145, 184)"
dword_41611C 2,"rgb(109, 144, 185)"
dword_416100 ecx,"rgb(109, 143, 186)"
[ebp+var_1C] 76Dh,"rgb(109, 142, 187)"
ecx dword_445034,"rgb(109, 141, 188)"
call __vbaUI1I2,"rgb(109, 140, 189)"
eax dword_415858,"rgb(108, 149, 181)"
dword_415830 ecx,"rgb(108, 148, 182)"
ecx dword_415844,"rgb(108, 147, 183)"
dword_415860 edx,"rgb(108, 146, 184)"
eax dword_415834,"rgb(108, 145, 185)"
dword_41583C ecx,"rgb(108, 144, 186)"
dword_415944 1,"rgb(108, 143, 187)"
edx dword_41523C,"rgb(108, 142, 188)"
ecx dword_415244,"rgb(108, 141, 189)"
mov dword_414930,"rgb(107, 149, 182)"
mov dword_414944,"rgb(107, 148, 183)"
edx Properties,"rgb(107, 147, 184)"
edx dword_41585C,"rgb(107, 146, 185)"
eax pCertContext,"rgb(107, 145, 186)"
edx dword_415844,"rgb(107, 144, 187)"
dword_41584C eax,"rgb(107, 143, 188)"
call CertCloseStore,"rgb(107, 142, 189)"
edx lpszStoreProvider,"rgb(106, 149, 183)"
eax dword_41524C,"rgb(106, 148, 184)"
eax dword_415248,"rgb(106, 147, 185)"
eax dword_415244,"rgb(106, 146, 186)"
call QueryTraceA,"rgb(106, 145, 187)"
edx dwEncodingType,"rgb(106, 144, 188)"
dword_415858 eax,"rgb(106, 143, 189)"
dword_415854 edx,"rgb(105, 149, 184)"
dword_415840 edx,"rgb(105, 148, 185)"
dword_415848 ecx,"rgb(105, 147, 186)"
dword_415850 eax,"rgb(105, 146, 187)"
eax dword_415840,"rgb(105, 145, 188)"
ecx Properties,"rgb(105, 144, 189)"
mov dword_414928,"rgb(104, 149, 185)"
call UpdateTraceW,"rgb(104, 148, 186)"
dword_41523C edx,"rgb(104, 147, 187)"
ecx dword_41522C,"rgb(104, 146, 188)"
eax dword_415238,"rgb(104, 145, 189)"
eax dword_41522C,"rgb(103, 149, 186)"
eax dword_415230,"rgb(103, 148, 187)"
mov dword_414934,"rgb(103, 147, 188)"
mov dword_414940,"rgb(103, 146, 189)"
eax dword_415860,"rgb(102, 149, 187)"
dword_415834 eax,"rgb(102, 148, 188)"
dword_415944 0FFFFFFFFh,"rgb(102, 147, 189)"
ecx dword_41585C,"rgb(101, 149, 188)"
eax dword_415838,"rgb(101, 148, 189)"
ecx pCertContext,"rgb(100, 149, 189)"
dword_415848 edx,"rgb(109, 149, 179)"
dword_415844 eax,"rgb(109, 148, 180)"
dword_41583C edx,"rgb(109, 147, 181)"
dword_415944 3,"rgb(109, 146, 182)"
eax dword_415830,"rgb(109, 145, 183)"
edx pCertContext,"rgb(109, 144, 184)"
dword_416100 0,"rgb(109, 143, 185)"
ecx dword_41611C,"rgb(109, 142, 186)"
dword_416118 ecx,"rgb(109, 141, 187)"
edx dword_416140,"rgb(109, 140, 188)"
[ebp+var_20] 7F997D2Ch,"rgb(109, 139, 189)"
dword_41611C 4,"rgb(108, 149, 180)"
mov dword_416118,"rgb(108, 148, 181)"
dword_41611C ecx,"rgb(108, 147, 182)"
cmp dword_416100,"rgb(108, 146, 183)"
ecx dword_4160FC,"rgb(108, 145, 184)"
call sub_4072CE,"rgb(108, 144, 185)"
dword_41522C eax,"rgb(108, 143, 186)"
dword_415244 ecx,"rgb(108, 142, 187)"
edx dword_415234,"rgb(108, 141, 188)"
jz loc_403C85,"rgb(108, 140, 189)"
mov off_414938,"rgb(107, 149, 181)"
eax dwEncodingType,"rgb(107, 148, 182)"
edx hCertStore,"rgb(107, 147, 183)"
call CertFreeCertificateContext,"rgb(107, 146, 184)"
edx dword_415238,"rgb(107, 145, 185)"
edx dword_415244,"rgb(107, 144, 186)"
ecx dword_415240,"rgb(107, 143, 187)"
edx dword_415248,"rgb(107, 142, 188)"
ecx dword_415248,"rgb(107, 141, 189)"
dword_415324 2,"rgb(106, 149, 182)"
dword_415244 eax,"rgb(106, 148, 183)"
eax dword_415240,"rgb(106, 147, 184)"
mov dword_414948,"rgb(106, 146, 185)"
dword_415850 ecx,"rgb(106, 145, 186)"
edx dword_415850,"rgb(106, 144, 187)"
dword_415838 eax,"rgb(106, 143, 188)"
call ControlTraceW,"rgb(106, 142, 189)"
dword_41585C ecx,"rgb(105, 149, 183)"
dword_415830 eax,"rgb(105, 148, 184)"
ecx dword_415858,"rgb(105, 147, 185)"
mov dword_41493C,"rgb(105, 146, 186)"
mov dword_41492C,"rgb(105, 145, 187)"
eax lpszStoreProvider,"rgb(105, 144, 188)"
dword_415324 3,"rgb(105, 143, 189)"
dword_41522C ecx,"rgb(104, 149, 184)"
dword_41523C ecx,"rgb(104, 148, 185)"
edx dword_415344,"rgb(104, 147, 186)"
dword_415248 eax,"rgb(104, 146, 187)"
ecx CancelIo,"rgb(104, 145, 188)"
eax hCertStore,"rgb(104, 144, 189)"
mov dword_41533C,"rgb(103, 149, 185)"
dword_415248 ecx,"rgb(103, 148, 186)"
eax dword_41523C,"rgb(103, 147, 187)"
dword_415324 0,"rgb(103, 146, 188)"
dword_415238 edx,"rgb(103, 145, 189)"
dword_415838 ecx,"rgb(102, 149, 186)"
cmp dword_41595C,"rgb(102, 148, 187)"
call FlushTraceW,"rgb(102, 147, 188)"
dword_41585C edx,"rgb(102, 146, 189)"
dword_415840 eax,"rgb(101, 149, 187)"
ptr [ebp+var_1B],"rgb(101, 148, 188)"
dword_41595C 0,"rgb(101, 147, 189)"
call OpenTraceW,"rgb(100, 149, 188)"
dword_415230 eax,"rgb(100, 148, 189)"
ecx dword_415344,"rgb(99, 149, 189)"
ecx dword_415238,"rgb(109, 149, 178)"
dword_415230 edx,"rgb(109, 148, 179)"
dword_415234 edx,"rgb(109, 147, 180)"
ecx dword_415230,"rgb(109, 146, 181)"
mov dword_4159C4,"rgb(109, 145, 182)"
ecx hCertStore,"rgb(109, 144, 183)"
mov dword_415998,"rgb(109, 143, 184)"
dword_415324 0FFFFFFFFh,"rgb(109, 142, 185)"
edx dword_41522C,"rgb(109, 141, 186)"
dword_415238 eax,"rgb(109, 140, 187)"
ecx dword_415234,"rgb(109, 139, 188)"
dword_415854 eax,"rgb(109, 138, 189)"
dword_415860 eax,"rgb(108, 149, 179)"
edx dword_415830,"rgb(108, 148, 180)"
call sub_402C48,"rgb(108, 147, 181)"
ecx dword_415840,"rgb(108, 146, 182)"
eax dword_415848,"rgb(108, 145, 183)"
dword_415844 edx,"rgb(108, 144, 184)"
[ebp+var_3B] 0,"rgb(108, 143, 185)"
mov dword_4159A8,"rgb(108, 142, 186)"
mov dword_4159B4,"rgb(108, 141, 187)"
mov dword_4159A0,"rgb(108, 140, 188)"
dword_41524C ecx,"rgb(108, 139, 189)"
dword_415240 eax,"rgb(107, 149, 180)"
edx [ebp+var_4E],"rgb(107, 148, 181)"
ecx [ebp+var_5E],"rgb(107, 147, 182)"
ecx dwEncodingType,"rgb(107, 146, 183)"
[ebp+var_18] 7F997D2Ch,"rgb(107, 145, 184)"
dword_41613C 4,"rgb(107, 144, 185)"
mov dword_4159B0,"rgb(107, 143, 186)"
ecx dword_416140,"rgb(107, 142, 187)"
mov dword_41613C,"rgb(107, 141, 188)"
jmp loc_40176E,"rgb(107, 140, 189)"
cmp dword_41613C,"rgb(106, 149, 181)"
ptr sub_40218B,"rgb(106, 148, 182)"
jmp loc_401974,"rgb(106, 147, 183)"
eax dword_416140,"rgb(106, 146, 184)"
dword_415834 ecx,"rgb(106, 145, 185)"
dword_415858 edx,"rgb(106, 144, 186)"
ecx dword_41584C,"rgb(106, 143, 187)"
dword_415858 ecx,"rgb(106, 142, 188)"
dword_415830 edx,"rgb(106, 141, 189)"
call StopTraceW,"rgb(105, 149, 182)"
eax dword_41585C,"rgb(105, 148, 183)"
dword_415844 ecx,"rgb(105, 147, 184)"
[ebp-98h] 3B7h,"rgb(105, 146, 185)"
ecx dword_41531C,"rgb(105, 145, 186)"
eax dword_415234,"rgb(105, 144, 187)"
ecx dword_41524C,"rgb(105, 143, 188)"
dword_415240 ecx,"rgb(105, 142, 189)"
dword_415248 edx,"rgb(104, 149, 183)"
dword_415244 edx,"rgb(104, 148, 184)"
dword_415238 ecx,"rgb(104, 147, 185)"
mov dword_4159C0,"rgb(104, 146, 186)"
mov dword_4159AC,"rgb(104, 145, 187)"
dword_415324 1,"rgb(104, 144, 188)"
dword_415230 ecx,"rgb(104, 143, 189)"
ecx dword_414940,"rgb(103, 149, 184)"
[ebp+var_44] 192h,"rgb(103, 148, 185)"
dword_415860 ecx,"rgb(103, 147, 186)"
[ebp+var_34] 0C084AC64h,"rgb(103, 146, 187)"
eax dword_41583C,"rgb(103, 145, 188)"
dword_41584C ecx,"rgb(103, 144, 189)"
dword_41585C eax,"rgb(102, 149, 185)"
mov dword_415940,"rgb(102, 148, 186)"
edx dword_415838,"rgb(102, 147, 187)"
mov dword_4159B8,"rgb(102, 146, 188)"
mov dword_415994,"rgb(102, 145, 189)"
eax dwProvType,"rgb(101, 149, 186)"
eax dword_414928,"rgb(101, 148, 187)"
ecx dword_414930,"rgb(101, 147, 188)"
ecx dword_414948,"rgb(101, 146, 189)"
[ebp+var_9] eax,"rgb(100, 149, 187)"
sub [ebp+var_D],"rgb(100, 148, 188)"
esp 12h,"rgb(100, 147, 189)"
[ebp+var_D] 0B6h,"rgb(99, 149, 188)"
eax ds:126AC000h,"rgb(99, 148, 189)"
[ebp+var_D] 8Ah,"rgb(98, 149, 189)"
[ebp+var_D] 0AEh,"rgb(109, 149, 177)"
ptr [edx+0FFh],"rgb(109, 148, 178)"
byte_401109 db,"rgb(109, 147, 179)"
[ebp+uExitCode] 0,"rgb(109, 146, 180)"
[ebp+var_D] 0A451h,"rgb(109, 145, 181)"
dword_41524C eax,"rgb(109, 144, 182)"
dword_41523C eax,"rgb(109, 143, 183)"
dword_415240 edx,"rgb(109, 142, 184)"
mov dword_4159BC,"rgb(109, 141, 185)"
mov dword_41599C,"rgb(109, 140, 186)"
edx off_414938,"rgb(109, 139, 187)"
eax dword_414930,"rgb(109, 138, 188)"
ecx dword_414944,"rgb(109, 137, 189)"
dword_415234 eax,"rgb(108, 149, 178)"
edx dword_41524C,"rgb(108, 148, 179)"
dword_41522C edx,"rgb(108, 147, 180)"
dword_415840 ecx,"rgb(108, 146, 181)"
call UpdateTraceA,"rgb(108, 145, 182)"
[ebp+var_30] 0C084AC64h,"rgb(108, 144, 183)"
dword_415848 eax,"rgb(108, 143, 184)"
dword_41584C edx,"rgb(108, 142, 185)"
edx dword_41492C,"rgb(108, 141, 186)"
edx dword_414948,"rgb(108, 140, 187)"
dword_414A24 3,"rgb(108, 139, 188)"
jmp _except_handler3,"rgb(108, 138, 189)"
dd 0FFFF0000h,"rgb(107, 149, 179)"
0FFFF0000h 0FFFFh,"rgb(107, 148, 180)"
ecx 56EC8B55h,"rgb(107, 147, 181)"
mov dword_4159A4,"rgb(107, 146, 182)"
[ebp+var_C] 450005h,"rgb(107, 145, 183)"
cmp dword_41533C,"rgb(107, 144, 184)"
dword_41533C 0,"rgb(107, 143, 185)"
dword_415234 ecx,"rgb(107, 142, 186)"
edx dword_414928,"rgb(107, 141, 187)"
dword_414A24 1,"rgb(107, 140, 188)"
edx dword_41493C,"rgb(107, 139, 189)"
edx dword_414930,"rgb(106, 149, 180)"
eax off_414938,"rgb(106, 148, 181)"
eax dword_41492C,"rgb(106, 147, 182)"
eax dword_414940,"rgb(106, 146, 183)"
dword_414A24 0,"rgb(106, 145, 184)"
eax dword_4159B4,"rgb(106, 144, 185)"
[ebp+var_28] 0E0h,"rgb(106, 143, 186)"
[ebp+var_44] 0FFh,"rgb(106, 142, 187)"
eax dword_41493C,"rgb(106, 141, 188)"
eax dword_414934,"rgb(106, 140, 189)"
edx Logfile,"rgb(105, 149, 181)"
ecx dword_41492C,"rgb(105, 148, 182)"
dword_414944 ecx,"rgb(105, 147, 183)"
edx dword_414944,"rgb(105, 146, 184)"
eax dword_414948,"rgb(105, 145, 185)"
ecx dword_4159AC,"rgb(105, 144, 186)"
[ebp+var_2B] eax,"rgb(105, 143, 187)"
dword_41583C eax,"rgb(105, 142, 188)"
edx dword_41595C,"rgb(105, 141, 189)"
push [ebp+var_71],"rgb(104, 149, 182)"
[ebp+var_27] 0C084AC64h,"rgb(104, 148, 183)"
dword_415850 edx,"rgb(104, 147, 184)"
dword_41595C edx,"rgb(104, 146, 185)"
jl near,"rgb(104, 145, 186)"
mov dword_414A38,"rgb(104, 144, 187)"
eax dword_414944,"rgb(104, 143, 188)"
dword_414928 eax,"rgb(104, 142, 189)"
dword_414944 edx,"rgb(103, 149, 183)"
dword_414930 eax,"rgb(103, 148, 184)"
dword_414930 ecx,"rgb(103, 147, 185)"
ecx dword_41493C,"rgb(103, 146, 186)"
dword_414A24 2,"rgb(103, 145, 187)"
ecx dword_414928,"rgb(103, 144, 188)"
dword_414940 ecx,"rgb(103, 143, 189)"
ecx dword_4159A4,"rgb(102, 149, 184)"
dword_415AAC 3,"rgb(102, 148, 185)"
dword_415AAC 0FFFFFFFFh,"rgb(102, 147, 186)"
eax dword_4159C0,"rgb(102, 146, 187)"
[ebp+var_E] ecx,"rgb(102, 145, 188)"
jz loc_401A3F,"rgb(102, 144, 189)"
call sub_404979,"rgb(101, 149, 185)"
or [ebp+var_A],"rgb(101, 148, 186)"
jmp loc_403114,"rgb(101, 147, 187)"
jmp loc_403981,"rgb(101, 146, 188)"
dword_41492C ecx,"rgb(101, 145, 189)"
off_414938 edx,"rgb(100, 149, 186)"
dword_414934 eax,"rgb(100, 148, 187)"
dword_414948 ecx,"rgb(100, 147, 188)"
[ebp+var_53] 0,"rgb(100, 146, 189)"
dword_414940 eax,"rgb(99, 149, 187)"
dword_41493C edx,"rgb(99, 148, 188)"
[ebp+var_44] 0E3h,"rgb(99, 147, 189)"
[ebp+var_24] 0E1h,"rgb(98, 149, 188)"
[ebp+var_18] 0DCh,"rgb(98, 148, 189)"
[ebp+var_34] 0C1h,"rgb(97, 149, 189)"
edx [ebp+var_37],"rgb(109, 149, 176)"
jmp loc_403736,"rgb(109, 148, 177)"
cmp [ebp+var_3B],"rgb(109, 147, 178)"
[ebp+var_48] 7,"rgb(109, 146, 179)"
[ebp+var_3B] eax,"rgb(109, 145, 180)"
jmp loc_403A3E,"rgb(109, 144, 181)"
[ebp+var_34] 0FEh,"rgb(109, 143, 182)"
jmp loc_404AE0,"rgb(109, 142, 183)"
[ebp+var_24] 0E4h,"rgb(109, 141, 184)"
jnb loc_404337,"rgb(109, 140, 185)"
[ebp+var_8] 5797h,"rgb(109, 139, 186)"
[ebp+var_20] 0E1h,"rgb(109, 138, 187)"
[ebp+var_21] 0EAh,"rgb(109, 137, 188)"
push [ebp+var_2F],"rgb(109, 136, 189)"
[ebp+var_4C] 40h,"rgb(108, 149, 177)"
[ebp+var_40] 0FBh,"rgb(108, 148, 178)"
edx 0E1CBh,"rgb(108, 147, 179)"
edx 0DE74h,"rgb(108, 146, 180)"
ecx 0FE02h,"rgb(108, 145, 181)"
jmp loc_40616B,"rgb(108, 144, 182)"
off_415E14[eax*4] 0,"rgb(108, 143, 183)"
[ebp+var_1E] 0CEh,"rgb(108, 142, 184)"
eax 4F42h,"rgb(108, 141, 185)"
[ebp+var_18] 0C6D3h,"rgb(108, 140, 186)"
mov dword_416120,"rgb(108, 139, 187)"
mov dword_416108,"rgb(108, 138, 188)"
[ebp+var_1F] 0FBh,"rgb(108, 137, 189)"
ecx dword_4159A8,"rgb(107, 149, 178)"
[ebp+var_10] 2ADCh,"rgb(107, 148, 179)"
[ebp+var_2F] 8,"rgb(107, 147, 180)"
[ebp+var_4] 0CD1Bh,"rgb(107, 146, 181)"
[ebp+var_6E] 0EAh,"rgb(107, 145, 182)"
dword_416020 8B9Ch,"rgb(107, 144, 183)"
[ebp+var_23] 0CAh,"rgb(107, 143, 184)"
dword_416008 56D5h,"rgb(107, 142, 185)"
dword_416008 38DBh,"rgb(107, 141, 186)"
dword_416008 0C46h,"rgb(107, 140, 187)"
ecx 0F3A3h,"rgb(107, 139, 188)"
dword_416100 5Eh,"rgb(107, 138, 189)"
dword_416100 11h,"rgb(106, 149, 179)"
dword_416020 9BCDh,"rgb(106, 148, 180)"
eax 0B84Eh,"rgb(106, 147, 181)"
[ebp+var_58] 0E3h,"rgb(106, 146, 182)"
[ebp+var_70] 0C4h,"rgb(106, 145, 183)"
dword_41601C 18F4h,"rgb(106, 144, 184)"
dword_41601C 0D4B5h,"rgb(106, 143, 185)"
[ebp+var_8] 2708h,"rgb(106, 142, 186)"
dword_416010 0EE16h,"rgb(106, 141, 187)"
dword_41600C 0C685h,"rgb(106, 140, 188)"
[ebp+var_34] 0FC428311h,"rgb(106, 139, 189)"
[ebp+var_26] 0FFh,"rgb(105, 149, 180)"
[ebp+var_4] 0CF59h,"rgb(105, 148, 181)"
eax 7954h,"rgb(105, 147, 182)"
edx 0E5DFh,"rgb(105, 146, 183)"
jnb loc_405A45,"rgb(105, 145, 184)"
ecx 0B16Dh,"rgb(105, 144, 185)"
edx 49D5h,"rgb(105, 143, 186)"
edx 4CB5h,"rgb(105, 142, 187)"
ecx 743Ch,"rgb(105, 141, 188)"
dword_416018 0F17h,"rgb(105, 140, 189)"
jmp loc_4066C8,"rgb(104, 149, 181)"
eax 82AAh,"rgb(104, 148, 182)"
dword_41601C 0A9B6h,"rgb(104, 147, 183)"
[ebp+var_6C] 0FDh,"rgb(104, 146, 184)"
[ebp+var_6A] 0E1h,"rgb(104, 145, 185)"
[ebp+var_C] 281Dh,"rgb(104, 144, 186)"
eax 0F906h,"rgb(104, 143, 187)"
eax 0FA7Ch,"rgb(104, 142, 188)"
[ebp+var_24] 4770h,"rgb(104, 141, 189)"
jg loc_40608B,"rgb(103, 149, 182)"
dword_41601C 0AC99h,"rgb(103, 148, 183)"
edx 67BDh,"rgb(103, 147, 184)"
eax 7A9Ah,"rgb(103, 146, 185)"
[ebp+var_7C] 8Fh,"rgb(103, 145, 186)"
[ebp+var_10] 8519h,"rgb(103, 144, 187)"
[ebp+var_4] 0CF0Ah,"rgb(103, 143, 188)"
dword_416020 8FBFh,"rgb(103, 142, 189)"
ecx 0AD4Ch,"rgb(102, 149, 183)"
ecx 0C282h,"rgb(102, 148, 184)"
dword_416008 65AEh,"rgb(102, 147, 185)"
[ebp+var_18] 0F1A1h,"rgb(102, 146, 186)"
[ebp+var_3D] 0FBh,"rgb(102, 145, 187)"
eax 5776h,"rgb(102, 144, 188)"
jmp loc_401831,"rgb(102, 143, 189)"
jmp loc_402F3E,"rgb(101, 149, 184)"
eax 0D4B1h,"rgb(101, 148, 185)"
edx 418Fh,"rgb(101, 147, 186)"
[ebp+var_68] 0EAh,"rgb(101, 146, 187)"
[ebp+var_8] 0F2A5h,"rgb(101, 145, 188)"
dword_416010 5A3Bh,"rgb(101, 144, 189)"
eax 6BE5h,"rgb(100, 149, 185)"
dword_416014 2756h,"rgb(100, 148, 186)"
0E12FA4A4h 0F9412F58h,"rgb(100, 147, 187)"
ecx 9250h,"rgb(100, 146, 188)"
ecx 9207h,"rgb(100, 145, 189)"
dword_416004 2BFCh,"rgb(99, 149, 186)"
jnb loc_40399F,"rgb(99, 148, 187)"
eax 44D5h,"rgb(99, 147, 188)"
[ebp+var_48] 0FDh,"rgb(99, 146, 189)"
ecx 946Bh,"rgb(98, 149, 187)"
edx 8BB0h,"rgb(98, 148, 188)"
[ebp+var_C] 746Fh,"rgb(98, 147, 189)"
dword_416010 0A7CFh,"rgb(97, 149, 188)"
dword_41600C 9E27h,"rgb(97, 148, 189)"
