Term,RGB
lea edi,"rgb(180, 146, 110)"
and dword,"rgb(180, 145, 111)"
test edi,"rgb(180, 144, 112)"
cmp edx,"rgb(180, 143, 113)"
lea esi,"rgb(180, 142, 114)"
cmp ebx,"rgb(180, 141, 115)"
esp 4,"rgb(180, 140, 116)"
or eax,"rgb(180, 139, 117)"
eax byte,"rgb(180, 138, 118)"
ecx dword,"rgb(180, 137, 119)"
call esi,"rgb(180, 149, 106)"
mov word,"rgb(180, 148, 107)"
ecx edi,"rgb(180, 147, 108)"
sub ecx,"rgb(180, 146, 109)"
mov cl,"rgb(180, 145, 110)"
test byte,"rgb(180, 144, 111)"
edx eax,"rgb(180, 143, 112)"
esp 8,"rgb(180, 142, 113)"
edx ecx,"rgb(180, 141, 114)"
edx dword,"rgb(180, 140, 115)"
ecx edx,"rgb(180, 139, 116)"
cmp al,"rgb(180, 138, 117)"
movzx edx,"rgb(180, 137, 118)"
test edx,"rgb(180, 136, 119)"
test ebx,"rgb(180, 149, 105)"
ptr [ecx],"rgb(180, 148, 106)"
ecx ebx,"rgb(180, 147, 107)"
mov esp,"rgb(180, 146, 108)"
call edi,"rgb(180, 145, 109)"
movzx ecx,"rgb(180, 144, 110)"
and ecx,"rgb(180, 143, 111)"
mov dl,"rgb(180, 142, 112)"
ecx 1,"rgb(180, 141, 113)"
ecx 2,"rgb(180, 140, 114)"
edx 1,"rgb(180, 139, 115)"
inc esi,"rgb(180, 138, 116)"
and edx,"rgb(180, 137, 117)"
eax 2,"rgb(180, 136, 118)"
esp ebp,"rgb(180, 135, 119)"
ptr [edi],"rgb(180, 149, 104)"
esi ebx,"rgb(180, 148, 105)"
inc edi,"rgb(180, 147, 106)"
sub edx,"rgb(180, 146, 107)"
ptr [ebx],"rgb(180, 145, 108)"
cmp word,"rgb(180, 144, 109)"
eax 4,"rgb(180, 143, 110)"
shr ecx,"rgb(180, 142, 111)"
lea ebx,"rgb(180, 141, 112)"
shl eax,"rgb(180, 140, 113)"
esi edi,"rgb(180, 139, 114)"
ecx 4,"rgb(180, 138, 115)"
edx esi,"rgb(180, 137, 116)"
eax word,"rgb(180, 136, 117)"
push 2,"rgb(180, 135, 118)"
edx byte,"rgb(180, 134, 119)"
eax 3,"rgb(180, 149, 103)"
eax ebp,"rgb(180, 148, 104)"
test cl,"rgb(180, 147, 105)"
call eax,"rgb(180, 146, 106)"
edi ecx,"rgb(180, 145, 107)"
edi ebx,"rgb(180, 144, 108)"
or dword,"rgb(180, 143, 109)"
pop eax,"rgb(180, 142, 110)"
eax [eax],"rgb(180, 141, 111)"
push 4,"rgb(180, 140, 112)"
sbb eax,"rgb(180, 139, 113)"
call ebx,"rgb(180, 138, 114)"
ebp ebp,"rgb(180, 137, 115)"
ebx ecx,"rgb(180, 136, 116)"
esi edx,"rgb(180, 135, 117)"
inc ebx,"rgb(180, 134, 118)"
inc ecx,"rgb(180, 133, 119)"
al byte,"rgb(180, 149, 102)"
[eax] 0,"rgb(180, 148, 103)"
ptr [edx],"rgb(180, 147, 104)"
sub esi,"rgb(180, 146, 105)"
eax 8,"rgb(180, 145, 106)"
edx ebx,"rgb(180, 144, 107)"
neg eax,"rgb(180, 143, 108)"
ecx byte,"rgb(180, 142, 109)"
test dl,"rgb(180, 141, 110)"
movsx eax,"rgb(180, 140, 111)"
ecx 8,"rgb(180, 139, 112)"
or ecx,"rgb(180, 138, 113)"
inc dword,"rgb(180, 137, 114)"
edi esi,"rgb(180, 136, 115)"
esi dword,"rgb(180, 135, 116)"
rep movsd,"rgb(180, 134, 117)"
inc edx,"rgb(180, 133, 118)"
sar eax,"rgb(180, 132, 119)"
edx edi,"rgb(180, 149, 101)"
shr eax,"rgb(180, 148, 102)"
or edx,"rgb(180, 147, 103)"
ebp eax,"rgb(180, 146, 104)"
[esi] eax,"rgb(180, 145, 105)"
sub edi,"rgb(180, 144, 106)"
edi edx,"rgb(180, 143, 107)"
ecx 3,"rgb(180, 142, 108)"
cl cl,"rgb(180, 141, 109)"
cmp cl,"rgb(180, 140, 110)"
cmp dl,"rgb(180, 139, 111)"
cmp ebp,"rgb(180, 138, 112)"
esi 4,"rgb(180, 137, 113)"
al 1,"rgb(180, 136, 114)"
edi dword,"rgb(180, 135, 115)"
ecx ebp,"rgb(180, 134, 116)"
xmm0 xmmword,"rgb(180, 133, 117)"
ebx edx,"rgb(180, 132, 118)"
ebx edi,"rgb(180, 131, 119)"
esi 1,"rgb(180, 149, 100)"
[ecx] eax,"rgb(180, 148, 101)"
[esi] 0,"rgb(180, 147, 102)"
edi 1,"rgb(180, 146, 103)"
[eax] ecx,"rgb(180, 145, 104)"
test bl,"rgb(180, 144, 105)"
dl dl,"rgb(180, 143, 106)"
mov ax,"rgb(180, 142, 107)"
ebx 1,"rgb(180, 141, 108)"
cdq,"rgb(180, 140, 109)"
ebx dword,"rgb(180, 139, 110)"
mov bl,"rgb(180, 138, 111)"
eax esp,"rgb(180, 137, 112)"
and esi,"rgb(180, 136, 113)"
shr edx,"rgb(180, 135, 114)"
edx 4,"rgb(180, 134, 115)"
edx 2,"rgb(180, 133, 116)"
push 8,"rgb(180, 132, 117)"
and byte,"rgb(180, 131, 118)"
test ebp,"rgb(180, 130, 119)"
movzx esi,"rgb(180, 149, 99)"
edx 3,"rgb(180, 148, 100)"
push 3,"rgb(180, 147, 101)"
test ah,"rgb(180, 146, 102)"
ebx esi,"rgb(180, 145, 103)"
movaps xmmword,"rgb(180, 144, 104)"
imul eax,"rgb(180, 143, 105)"
xor ebp,"rgb(180, 142, 106)"
sub ebx,"rgb(180, 141, 107)"
shl edx,"rgb(180, 140, 108)"
cmp ax,"rgb(180, 139, 109)"
edx cl,"rgb(180, 138, 110)"
lea ebp,"rgb(180, 137, 111)"
movzx ebx,"rgb(180, 136, 112)"
eax al,"rgb(180, 135, 113)"
cl byte,"rgb(180, 134, 114)"
fldz,"rgb(180, 133, 115)"
lea esp,"rgb(180, 132, 116)"
rep stosd,"rgb(180, 131, 117)"
sar edx,"rgb(180, 130, 118)"
and edi,"rgb(180, 129, 119)"
sar ecx,"rgb(180, 149, 98)"
and al,"rgb(180, 148, 99)"
esi 2,"rgb(180, 147, 100)"
[esp] eax,"rgb(180, 146, 101)"
xor al,"rgb(180, 145, 102)"
edi 4,"rgb(180, 144, 103)"
shl ecx,"rgb(180, 143, 104)"
eax 5,"rgb(180, 142, 105)"
fxch st(1),"rgb(180, 141, 106)"
or byte,"rgb(180, 140, 107)"
call edx,"rgb(180, 139, 108)"
or esi,"rgb(180, 138, 109)"
ecx word,"rgb(180, 137, 110)"
and ebx,"rgb(180, 136, 111)"
[edi] al,"rgb(180, 135, 112)"
imul ecx,"rgb(180, 134, 113)"
or edi,"rgb(180, 133, 114)"
shr ebx,"rgb(180, 132, 115)"
[eax] edx,"rgb(180, 131, 116)"
eax 0,"rgb(180, 130, 117)"
ebx cl,"rgb(180, 129, 118)"
eax cl,"rgb(180, 128, 119)"
shl esi,"rgb(180, 149, 97)"
fnstsw ax,"rgb(180, 148, 98)"
cmp bl,"rgb(180, 147, 99)"
or al,"rgb(180, 146, 100)"
movdqa xmmword,"rgb(180, 145, 101)"
esi byte,"rgb(180, 144, 102)"
al 0,"rgb(180, 143, 103)"
xmm1 xmmword,"rgb(180, 142, 104)"
or ebx,"rgb(180, 141, 105)"
neg ecx,"rgb(180, 140, 106)"
[eax] esi,"rgb(180, 139, 107)"
mov cx,"rgb(180, 138, 108)"
ebx byte,"rgb(180, 137, 109)"
fld dword,"rgb(180, 136, 110)"
xmm0 xmm0,"rgb(180, 135, 111)"
movzx edi,"rgb(180, 134, 112)"
edi 2,"rgb(180, 133, 113)"
edx word,"rgb(180, 132, 114)"
edx 8,"rgb(180, 131, 115)"
rep movsb,"rgb(180, 130, 116)"
ebp dword,"rgb(180, 129, 117)"
esi 8,"rgb(180, 128, 118)"
bl bl,"rgb(180, 127, 119)"
ecx [ecx],"rgb(180, 149, 96)"
shl edi,"rgb(180, 148, 97)"
ax ax,"rgb(180, 147, 98)"
al bl,"rgb(180, 146, 99)"
esi cl,"rgb(180, 145, 100)"
[edi] eax,"rgb(180, 144, 101)"
fld qword,"rgb(180, 143, 102)"
movdqa xmm0,"rgb(180, 142, 103)"
edi cl,"rgb(180, 141, 104)"
movups xmm0,"rgb(180, 140, 105)"
fstp dword,"rgb(180, 139, 106)"
call ebp,"rgb(180, 138, 107)"
movsx ecx,"rgb(180, 137, 108)"
esi ebp,"rgb(180, 136, 109)"
ebp edx,"rgb(180, 135, 110)"
edi 3,"rgb(180, 134, 111)"
[eax] edi,"rgb(180, 133, 112)"
ebx 4,"rgb(180, 132, 113)"
[edi] 0,"rgb(180, 131, 114)"
[eax] ebx,"rgb(180, 130, 115)"
shr edi,"rgb(180, 129, 116)"
eax 7,"rgb(180, 128, 117)"
ecx 5,"rgb(180, 127, 118)"
mov dx,"rgb(180, 126, 119)"
inc ebp,"rgb(180, 149, 95)"
edi ebp,"rgb(180, 148, 96)"
bl 1,"rgb(180, 147, 97)"
ptr [esp],"rgb(180, 146, 98)"
ebp 1,"rgb(180, 145, 99)"
ecx esp,"rgb(180, 144, 100)"
edx ebp,"rgb(180, 143, 101)"
ebx 2,"rgb(180, 142, 102)"
esi 3,"rgb(180, 141, 103)"
pop edx,"rgb(180, 140, 104)"
sbb edx,"rgb(180, 139, 105)"
ptr es:[edi],"rgb(180, 138, 106)"
[ebx] eax,"rgb(180, 137, 107)"
[esi] edi,"rgb(180, 136, 108)"
shr esi,"rgb(180, 135, 109)"
test ax,"rgb(180, 134, 110)"
push 5,"rgb(180, 133, 111)"
eax 6,"rgb(180, 132, 112)"
ebp ecx,"rgb(180, 131, 113)"
cmp cx,"rgb(180, 130, 114)"
cld,"rgb(180, 129, 115)"
sub ebp,"rgb(180, 128, 116)"
ecx 7,"rgb(180, 127, 117)"
ebx 8,"rgb(180, 126, 118)"
fstp qword,"rgb(180, 125, 119)"
movsx edx,"rgb(180, 149, 94)"
not eax,"rgb(180, 148, 95)"
repne scasb,"rgb(180, 147, 96)"
lock xadd,"rgb(180, 146, 97)"
al 4,"rgb(180, 145, 98)"
imul edx,"rgb(180, 144, 99)"
[ecx] edx,"rgb(180, 143, 100)"
cmp dx,"rgb(180, 142, 101)"
edx 5,"rgb(180, 141, 102)"
ebx ebp,"rgb(180, 140, 103)"
jmp dword,"rgb(180, 139, 104)"
not ecx,"rgb(180, 138, 105)"
cl bl,"rgb(180, 137, 106)"
[eax] eax,"rgb(180, 136, 107)"
push 6,"rgb(180, 135, 108)"
[ecx] 0,"rgb(180, 134, 109)"
cl 1,"rgb(180, 133, 110)"
[eax] bl,"rgb(180, 132, 111)"
ebp 2,"rgb(180, 131, 112)"
repe cmpsb,"rgb(180, 130, 113)"
sbb al,"rgb(180, 129, 114)"
fstp st(1),"rgb(180, 128, 115)"
shl ebx,"rgb(180, 127, 116)"
esi [esi],"rgb(180, 126, 117)"
sbb ecx,"rgb(180, 125, 118)"
eax ax,"rgb(180, 124, 119)"
[edx] eax,"rgb(180, 149, 93)"
imul esi,"rgb(180, 148, 94)"
[ebx] 0,"rgb(180, 147, 95)"
sar esi,"rgb(180, 146, 96)"
xmm2 xmmword,"rgb(180, 145, 97)"
div ecx,"rgb(180, 144, 98)"
[eax] cl,"rgb(180, 143, 99)"
xmm0 qword,"rgb(180, 142, 100)"
cmp ah,"rgb(180, 141, 101)"
edi byte,"rgb(180, 140, 102)"
edx 0,"rgb(180, 139, 103)"
ebp edi,"rgb(180, 138, 104)"
ebp ebx,"rgb(180, 137, 105)"
xor byte,"rgb(180, 136, 106)"
and ebp,"rgb(180, 135, 107)"
[edx] ecx,"rgb(180, 134, 108)"
sar ebx,"rgb(180, 133, 109)"
std,"rgb(180, 132, 110)"
movdqa xmm1,"rgb(180, 131, 111)"
dl 1,"rgb(180, 130, 112)"
call ecx,"rgb(180, 129, 113)"
[eax] 9,"rgb(180, 128, 114)"
not ebx,"rgb(180, 127, 115)"
dl byte,"rgb(180, 126, 116)"
test dword,"rgb(180, 125, 117)"
ah ah,"rgb(180, 124, 118)"
[ecx] ebx,"rgb(180, 123, 119)"
sub dword,"rgb(180, 149, 92)"
al dl,"rgb(180, 148, 93)"
neg edx,"rgb(180, 147, 94)"
movdqa xmm2,"rgb(180, 146, 95)"
cl al,"rgb(180, 145, 96)"
xorps xmm0,"rgb(180, 144, 97)"
push 9,"rgb(180, 143, 98)"
cl dl,"rgb(180, 142, 99)"
[ecx] al,"rgb(180, 141, 100)"
ebp esi,"rgb(180, 140, 101)"
imul ebp,"rgb(180, 139, 102)"
ecx 6,"rgb(180, 138, 103)"
[eax] dl,"rgb(180, 137, 104)"
edi 8,"rgb(180, 136, 105)"
al 2,"rgb(180, 135, 106)"
xmm1 xmm0,"rgb(180, 134, 107)"
sbb esi,"rgb(180, 133, 108)"
[esi] ecx,"rgb(180, 132, 109)"
test cx,"rgb(180, 131, 110)"
fxch st(2),"rgb(180, 130, 111)"
[edx] al,"rgb(180, 129, 112)"
ax word,"rgb(180, 128, 113)"
shrd eax,"rgb(180, 127, 114)"
mov ah,"rgb(180, 126, 115)"
movups xmm1,"rgb(180, 125, 116)"
neg esi,"rgb(180, 124, 117)"
push 7,"rgb(180, 123, 118)"
eax 9,"rgb(180, 122, 119)"
or ah,"rgb(180, 149, 91)"
[esi] al,"rgb(180, 148, 92)"
and word,"rgb(180, 147, 93)"
div ebx,"rgb(180, 146, 94)"
edx dl,"rgb(180, 145, 95)"
movsd xmm0,"rgb(180, 144, 96)"
cx cx,"rgb(180, 143, 97)"
[edx] 0,"rgb(180, 142, 98)"
ebp 4,"rgb(180, 141, 99)"
movzx ebp,"rgb(180, 140, 100)"
edx 6,"rgb(180, 139, 101)"
[esi] ebx,"rgb(180, 138, 102)"
shr al,"rgb(180, 137, 103)"
sub al,"rgb(180, 136, 104)"
pxor xmm0,"rgb(180, 135, 105)"
dx byte,"rgb(180, 134, 106)"
[esi] bl,"rgb(180, 133, 107)"
imul edi,"rgb(180, 132, 108)"
[edi] edx,"rgb(180, 131, 109)"
ebx 3,"rgb(180, 130, 110)"
jmp eax,"rgb(180, 129, 111)"
faddp st(1),"rgb(180, 128, 112)"
cmp si,"rgb(180, 127, 113)"
esi [ecx],"rgb(180, 126, 114)"
movq qword,"rgb(180, 125, 115)"
rep stosb,"rgb(180, 124, 116)"
eax bl,"rgb(180, 123, 117)"
edi esp,"rgb(180, 122, 118)"
dec dword,"rgb(180, 121, 119)"
edx 7,"rgb(180, 149, 90)"
al cl,"rgb(180, 148, 91)"
al 9,"rgb(180, 147, 92)"
and esp,"rgb(180, 146, 93)"
test dx,"rgb(180, 145, 94)"
dx dx,"rgb(180, 144, 95)"
[edi] esi,"rgb(180, 143, 96)"
al 8,"rgb(180, 142, 97)"
inc cl,"rgb(180, 141, 98)"
ror edx,"rgb(180, 140, 99)"
fmul dword,"rgb(180, 139, 100)"
xmm6 xmmword,"rgb(180, 138, 101)"
or ebp,"rgb(180, 137, 102)"
[eax] 1,"rgb(180, 136, 103)"
and cl,"rgb(180, 135, 104)"
xmm0 xmm1,"rgb(180, 134, 105)"
[esp] ebx,"rgb(180, 133, 106)"
ror ecx,"rgb(180, 132, 107)"
ebp 3,"rgb(180, 131, 108)"
mul ecx,"rgb(180, 130, 109)"
xmm1 xmm1,"rgb(180, 129, 110)"
[ecx] edi,"rgb(180, 128, 111)"
ecx 9,"rgb(180, 127, 112)"
[ecx] esi,"rgb(180, 126, 113)"
[esi] edx,"rgb(180, 125, 114)"
eax dl,"rgb(180, 124, 115)"
fucompp,"rgb(180, 123, 116)"
fldcw word,"rgb(180, 122, 117)"
fsubp st(1),"rgb(180, 121, 118)"
[edi] ebx,"rgb(180, 120, 119)"
sar edi,"rgb(180, 149, 89)"
idiv ecx,"rgb(180, 148, 90)"
xmm1 qword,"rgb(180, 147, 91)"
xmm2 xmm0,"rgb(180, 146, 92)"
mul dword,"rgb(180, 145, 93)"
esi esp,"rgb(180, 144, 94)"
not edx,"rgb(180, 143, 95)"
ebp byte,"rgb(180, 142, 96)"
imul ebx,"rgb(180, 141, 97)"
fucom st(1),"rgb(180, 140, 98)"
xmm3 xmm0,"rgb(180, 139, 99)"
xmm3 xmmword,"rgb(180, 138, 100)"
bl byte,"rgb(180, 137, 101)"
tbyte ptr,"rgb(180, 136, 102)"
bl al,"rgb(180, 135, 103)"
[esp] esi,"rgb(180, 134, 104)"
and dl,"rgb(180, 133, 105)"
test dh,"rgb(180, 132, 106)"
fld st(1),"rgb(180, 131, 107)"
[ebx] al,"rgb(180, 130, 108)"
not esi,"rgb(180, 129, 109)"
lock dec,"rgb(180, 128, 110)"
cl 2,"rgb(180, 127, 111)"
ebx 5,"rgb(180, 126, 112)"
dl al,"rgb(180, 125, 113)"
bl 2,"rgb(180, 124, 114)"
dl 9,"rgb(180, 123, 115)"
xmm4 xmm0,"rgb(180, 122, 116)"
[ebx] ecx,"rgb(180, 121, 117)"
fchs,"rgb(180, 120, 118)"
ecx al,"rgb(180, 149, 88)"
esi 5,"rgb(180, 148, 89)"
[edi] bl,"rgb(180, 147, 90)"
ebx 7,"rgb(180, 146, 91)"
[esp] edx,"rgb(180, 145, 92)"
xor bl,"rgb(180, 144, 93)"
esi word,"rgb(180, 143, 94)"
[esi] dl,"rgb(180, 142, 95)"
[eax] bx,"rgb(180, 141, 96)"
ah 1,"rgb(180, 140, 97)"
[eax] ah,"rgb(180, 139, 98)"
mov dh,"rgb(180, 138, 99)"
[ebx] esi,"rgb(180, 137, 100)"
mov si,"rgb(180, 136, 101)"
cmp bx,"rgb(180, 135, 102)"
[ecx] ax,"rgb(180, 134, 103)"
neg al,"rgb(180, 133, 104)"
1 0,"rgb(180, 132, 105)"
ecx cl,"rgb(180, 131, 106)"
cmp di,"rgb(180, 130, 107)"
ebx 9,"rgb(180, 129, 108)"
[eax] ebp,"rgb(180, 128, 109)"
fld1,"rgb(180, 127, 110)"
[edx] cl,"rgb(180, 126, 111)"
or cl,"rgb(180, 125, 112)"
and ah,"rgb(180, 124, 113)"
fxam,"rgb(180, 123, 114)"
fstp st(2),"rgb(180, 122, 115)"
sub cl,"rgb(180, 121, 116)"
[edi] ecx,"rgb(180, 120, 117)"
ah bl,"rgb(180, 149, 87)"
sub byte,"rgb(180, 148, 88)"
dl cl,"rgb(180, 147, 89)"
edi [edi],"rgb(180, 146, 90)"
esi 6,"rgb(180, 145, 91)"
ah al,"rgb(180, 144, 92)"
[ebx] edi,"rgb(180, 143, 93)"
or dl,"rgb(180, 142, 94)"
[esi] cl,"rgb(180, 141, 95)"
[ebx] edx,"rgb(180, 140, 96)"
neg ebx,"rgb(180, 139, 97)"
mulsd xmm0,"rgb(180, 138, 98)"
ebp 8,"rgb(180, 137, 99)"
[eax] cx,"rgb(180, 136, 100)"
edx bl,"rgb(180, 135, 101)"
xmm0 dword,"rgb(180, 134, 102)"
ebx word,"rgb(180, 133, 103)"
dl bl,"rgb(180, 132, 104)"
ecx bl,"rgb(180, 131, 105)"
test word,"rgb(180, 130, 106)"
movdqa xmm3,"rgb(180, 129, 107)"
ecx ax,"rgb(180, 128, 108)"
inc word,"rgb(180, 127, 109)"
cpuid,"rgb(180, 126, 110)"
dl 4,"rgb(180, 125, 111)"
ecx 0,"rgb(180, 124, 112)"
xmm5 xmmword,"rgb(180, 123, 113)"
al ah,"rgb(180, 122, 114)"
movsx edi,"rgb(180, 121, 115)"
sbb dword,"rgb(180, 120, 116)"
[ebx] cl,"rgb(180, 149, 86)"
xmm5 xmm0,"rgb(180, 148, 87)"
xmm0 xmm6,"rgb(180, 147, 88)"
xmm1 xmm2,"rgb(180, 146, 89)"
lock inc,"rgb(180, 145, 90)"
test ch,"rgb(180, 144, 91)"
movaps xmm1,"rgb(180, 143, 92)"
al 5,"rgb(180, 142, 93)"
fild dword,"rgb(180, 141, 94)"
shl ebp,"rgb(180, 140, 95)"
xmm0 xmm2,"rgb(180, 139, 96)"
cl 9,"rgb(180, 138, 97)"
dl 2,"rgb(180, 137, 98)"
xor ah,"rgb(180, 136, 99)"
ror esi,"rgb(180, 135, 100)"
[ecx] bl,"rgb(180, 134, 101)"
shld edx,"rgb(180, 133, 102)"
[esi] 1,"rgb(180, 132, 103)"
[edi] dl,"rgb(180, 131, 104)"
cx word,"rgb(180, 130, 105)"
xmm4 xmmword,"rgb(180, 129, 106)"
shrd ecx,"rgb(180, 128, 107)"
push es,"rgb(180, 127, 108)"
rol edx,"rgb(180, 126, 109)"
wait,"rgb(180, 125, 110)"
sbb ebx,"rgb(180, 124, 111)"
[ecx] dl,"rgb(180, 123, 112)"
cl 8,"rgb(180, 122, 113)"
ah 4,"rgb(180, 121, 114)"
al dh,"rgb(180, 120, 115)"
movaps xmm0,"rgb(180, 149, 85)"
addsd xmm0,"rgb(180, 148, 86)"
movaps xmm2,"rgb(180, 147, 87)"
esi 7,"rgb(180, 146, 88)"
movaps xmm3,"rgb(180, 145, 89)"
or word,"rgb(180, 144, 90)"
mov ch,"rgb(180, 143, 91)"
ebx 6,"rgb(180, 142, 92)"
al 3,"rgb(180, 141, 93)"
cl 4,"rgb(180, 140, 94)"
movdqa xmm5,"rgb(180, 139, 95)"
shr dl,"rgb(180, 138, 96)"
bl cl,"rgb(180, 137, 97)"
fsub dword,"rgb(180, 136, 98)"
rol esi,"rgb(180, 135, 99)"
[eax] dx,"rgb(180, 134, 100)"
movaps xmm6,"rgb(180, 133, 101)"
inc esp,"rgb(180, 132, 102)"
mov bx,"rgb(180, 131, 103)"
bsr eax,"rgb(180, 130, 104)"
mov bh,"rgb(180, 129, 105)"
esi 0,"rgb(180, 128, 106)"
bl 4,"rgb(180, 127, 107)"
xmm7 xmmword,"rgb(180, 126, 108)"
ah 5,"rgb(180, 125, 109)"
dx word,"rgb(180, 124, 110)"
in al,"rgb(180, 123, 111)"
eax si,"rgb(180, 122, 112)"
edx al,"rgb(180, 121, 113)"
neg edi,"rgb(180, 120, 114)"
edx 9,"rgb(180, 149, 84)"
fst dword,"rgb(180, 148, 85)"
fst qword,"rgb(180, 147, 86)"
edi word,"rgb(180, 146, 87)"
xmm3 xmm3,"rgb(180, 145, 88)"
[esi] ax,"rgb(180, 144, 89)"
dh dh,"rgb(180, 143, 90)"
edi 5,"rgb(180, 142, 91)"
sahf,"rgb(180, 141, 92)"
movaps xmm5,"rgb(180, 140, 93)"
movsx ebx,"rgb(180, 139, 94)"
fmulp st(1),"rgb(180, 138, 95)"
movdqa xmm4,"rgb(180, 137, 96)"
mov bp,"rgb(180, 136, 97)"
[edi] cl,"rgb(180, 135, 98)"
[edx] esi,"rgb(180, 134, 99)"
rol ecx,"rgb(180, 133, 100)"
rol byte,"rgb(180, 132, 101)"
not edi,"rgb(180, 131, 102)"
xmm3 qword,"rgb(180, 130, 103)"
movaps xmm4,"rgb(180, 129, 104)"
xmm2 xmm1,"rgb(180, 128, 105)"
[edx] ebx,"rgb(180, 127, 106)"
mul edx,"rgb(180, 126, 107)"
fmul qword,"rgb(180, 125, 108)"
ecx cx,"rgb(180, 124, 109)"
and dh,"rgb(180, 123, 110)"
edi 6,"rgb(180, 122, 111)"
idiv esi,"rgb(180, 121, 112)"
ax cx,"rgb(180, 120, 113)"
ebx [ebx],"rgb(180, 149, 83)"
[esp] edi,"rgb(180, 148, 84)"
ebx esp,"rgb(180, 147, 85)"
[eax] dh,"rgb(180, 146, 86)"
rcr eax,"rgb(180, 145, 87)"
shrd edx,"rgb(180, 144, 88)"
edi si,"rgb(180, 143, 89)"
xmm6 xmm0,"rgb(180, 142, 90)"
si ax,"rgb(180, 141, 91)"
fmul st(1),"rgb(180, 140, 92)"
[edx] ax,"rgb(180, 139, 93)"
xmm6 xmm6,"rgb(180, 138, 94)"
xmm0 xmm3,"rgb(180, 137, 95)"
movdqa xmm6,"rgb(180, 136, 96)"
[ecx] 1,"rgb(180, 135, 97)"
[esp] ebp,"rgb(180, 134, 98)"
fnstcw word,"rgb(180, 133, 99)"
movapd xmm0,"rgb(180, 132, 100)"
mov di,"rgb(180, 131, 101)"
pop dword,"rgb(180, 130, 102)"
edx dx,"rgb(180, 129, 103)"
mul esi,"rgb(180, 128, 104)"
xmm2 qword,"rgb(180, 127, 105)"
xor dword,"rgb(180, 126, 106)"
ah byte,"rgb(180, 125, 107)"
and ax,"rgb(180, 124, 108)"
ebp cl,"rgb(180, 123, 109)"
ror eax,"rgb(180, 122, 110)"
idiv edi,"rgb(180, 121, 111)"
